No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,주거래은행,계좌번호,신용등급
27357,김훈정,여성,149.5,56.6,B형,19740102,010-8951-9637,fcz82ij0z8x0d,daum.net,무교,우리은행,5113-407-099436,7
27363,강남은,남성,171.9,63.2,O형,19720406,010-1091-0677,b03zsf7ost,yahoo.com,기독교,수협중앙회,7767-8711-4534,3
27365,황은준,여성,149.7,59.3,B형,19470308,010-1767-0951,w0oht0,daum.net,기독교,새마을금고,4-49181695002-6,2
27370,이지성,여성,151.8,62.2,O형,19961215,010-6648-4361,xihejd666ol,yahoo.com,기독교,한국씨티은행,676-234487-416,1
27381,김은정,남성,172.6,64.9,B형,19570513,010-9140-8031,yfumgx26,naver.com,무교,신한은행,224-047-965088,9
27386,장준정,여성,161.4,51.1,O형,19710904,010-7782-6836,jxjskq5zr505d,naver.com,불교,새마을금고,9-90719743301-7,4
27388,노현덕,남성,171.0,64.7,O형,19960821,010-7549-2606,d7xewol9khi,gmail.com,기독교,기업은행,087-838304-74-786,5
27389,조진정,여성,159.8,59.3,O형,19661129,010-1371-3539,lmudnf4o,yahoo.com,기독교,하나은행,407-171623-49154,9
27399,한석상,남성,177.6,61.7,O형,19930514,010-3913-2366,rhw2g6x8oyp2,yahoo.com,불교,기업은행,207-744546-22-964,5
27409,정서용,남성,161.2,68.1,A형,19880806,010-2677-7236,cxwogo,naver.com,무교,한국씨티은행,861-654878-167,8
27415,허진훈,여성,145.9,57.7,AB형,19790728,010-6633-3113,r40l29ao,yahoo.com,무교,스탠다드(제일),571-35-100129,2
27422,김남지,남성,164.0,71.2,A형,19630509,010-0685-4776,hj04ns87,daum.net,불교,우리은행,6933-196-817918,8
27423,윤남현,여성,157.5,62.6,A형,19690622,010-2364-0616,i5z056pw77r,yahoo.com,기독교,새마을금고,4-22731424271-0,4
27429,우지용,여성,159.4,53.5,O형,19600710,010-6134-9532,drr9n0eoiz9,gmail.com,불교,NH농협,043-2006-673-57,7
27436,김용진,남성,165.0,60.1,A형,19531219,010-2501-4310,x68xf1ei5wjb5,gmail.com,천주교,신한은행,821-830-619870,1
27439,이훈지,여성,153.1,59.3,A형,19521117,010-8512-6731,xh4lmkh8z3s,naver.com,기독교,우리은행,3943-470-459558,3
27455,강은남,남성,176.4,71.9,B형,19510507,010-7151-1960,y45g26v9shszx,daum.net,무교,기업은행,860-545455-84-993,1
27457,박훈남,여성,158.6,58.2,O형,19710607,010-2257-3527,lmb0qwzgkox,naver.com,무교,하나은행,760-563989-03153,5
27464,차진서,남성,171.9,69.4,AB형,19550613,010-1924-5115,j788voov6hn6,yahoo.com,기독교,새마을금고,2-89592427518-5,5
27465,임은종,남성,168.7,64.3,B형,19870422,010-1670-4530,pw933kzhlrf5l,yahoo.com,불교,NH농협,789-9873-223-31,1
27468,최은준,남성,164.7,63.5,B형,19770126,010-8072-9017,xeom8tahk2o,yahoo.com,천주교,한국씨티은행,687-501784-442,1
27469,박준종,남성,163.0,65.0,O형,19950804,010-1056-7553,yv5sdkf,yahoo.com,불교,하나은행,876-995965-89257,2
27476,김서지,남성,158.9,66.2,A형,19520305,010-7112-5540,jvuxc69o,naver.com,무교,하나은행,205-714700-17371,9
27480,손훈용,여성,154.7,61.6,O형,19531123,010-4892-0279,b5pz3w,yahoo.com,무교,외환은행,359-989007-704,1
27481,류종성,여성,155.4,50.8,B형,19590726,010-2059-5541,zcycvlc,daum.net,무교,기업은행,390-647417-63-212,1
27488,이덕영,남성,160.4,70.1,A형,19600629,010-2624-2952,xo9ka2se,daum.net,기독교,하나은행,431-256532-60890,4
27499,신협종,여성,157.3,59.4,O형,19711005,010-8945-4120,hcdeqvh,yahoo.com,무교,수협중앙회,2256-8545-6858,4
27503,김종희,여성,151.6,58.4,A형,19721228,010-4004-5465,vnxbru,yahoo.com,기독교,수협중앙회,0958-1523-2892,6
27513,최정준,남성,174.1,67.9,B형,19940710,010-6790-5207,mzjh3yxae,yahoo.com,불교,신한은행,820-709-197891,7
27515,김석우,남성,172.7,70.4,A형,19800320,010-8810-8378,jhh6nmvze,naver.com,불교,하나은행,010-730617-09605,6
27518,이지은,여성,147.6,51.5,O형,19830414,010-6559-1492,kpgz474,naver.com,천주교,기업은행,721-857606-82-473,1
27521,김훈우,여성,155.3,55.1,A형,19920611,010-6103-2682,ie5wobcrhrtt,gmail.com,기독교,한국씨티은행,793-952961-371,5
27522,백진지,여성,153.6,57.6,A형,19931103,010-7195-3683,xlnhlebmc82m,gmail.com,무교,NH농협,782-1835-071-39,7
27531,고덕희,남성,168.4,66.6,A형,19790709,010-4213-4798,dzghffinsj5e,yahoo.com,불교,수협중앙회,0574-3796-7821,4
27533,이덕희,남성,179.1,63.6,O형,19680702,010-6959-0743,eev8pp0e,yahoo.com,무교,한국씨티은행,179-419791-383,5
27535,김훈희,남성,169.5,68.8,A형,19670629,010-6179-5831,c8tcwdm6295l,gmail.com,무교,국민은행,592975-71-398729,4
27536,김협영,여성,153.5,59.4,O형,19780312,010-0364-2794,vy6959dudy6aq,naver.com,무교,하나은행,345-930502-16001,7
27540,정지택,여성,161.0,56.2,A형,19720114,010-4391-1041,orbfw6ijsd8,daum.net,무교,기업은행,630-483394-52-220,9
27541,홍현덕,남성,169.6,66.3,B형,19670615,010-2957-1584,zf6on7mlgyyi,naver.com,기독교,새마을금고,4-70991277823-4,4
27546,이남서,남성,178.0,61.3,O형,19620715,010-2132-5591,mn2t9s4,yahoo.com,기독교,새마을금고,4-90420500657-3,4
27550,홍준영,남성,169.8,66.8,AB형,19570920,010-3380-9676,lnarns6ms,yahoo.com,불교,우리은행,3893-614-444998,9
27555,임상은,여성,150.0,49.9,O형,19591031,010-2652-5539,pm35ff,daum.net,기독교,수협중앙회,6629-1585-2409,1
27556,전지상,남성,173.6,65.3,O형,19701012,010-1099-0870,kya3kyls,naver.com,불교,수협중앙회,7963-4267-7210,2
27558,박종협,남성,173.4,66.4,A형,19671115,010-0666-7265,kgnfk9lkec7r6,gmail.com,무교,NH농협,233-8911-300-67,8
27560,방협지,남성,171.5,64.3,AB형,19801210,010-8905-3821,iuxk3ifh8l11,gmail.com,무교,우리은행,7295-310-354940,8
27562,정진성,남성,173.1,67.5,B형,19891103,010-3117-3759,d5tsvyb,naver.com,기독교,NH농협,565-8424-620-05,4
27565,맹용남,여성,150.2,57.2,O형,19750216,010-7437-1288,n9hcknqivh,daum.net,기독교,기업은행,992-858635-21-320,1
27567,김은덕,남성,179.0,66.7,B형,19670330,010-1819-4362,rqnbet,gmail.com,불교,새마을금고,2-74826564582-6,7
27581,유서상,여성,150.3,64.0,B형,19860906,010-1512-1901,omc7t3pqnlz,gmail.com,불교,외환은행,801-645144-440,2
27585,김서준,남성,171.4,67.8,O형,19510913,010-9368-2906,g7xkgz7w3,daum.net,천주교,스탠다드(제일),656-38-770749,7
27589,이협서,남성,172.4,63.1,B형,19910228,010-3590-1794,uf4vrk6th3,gmail.com,기독교,새마을금고,3-70341190244-1,9
27590,성준우,여성,163.0,53.8,B형,19850407,010-6061-5651,tjiha4n,naver.com,무교,하나은행,611-684373-31398,5
27596,양택상,남성,158.0,72.4,A형,19930327,010-8448-4737,ejr0ln2t46v5x,daum.net,무교,수협중앙회,1702-2223-6867,6
27597,강용정,남성,169.6,58.6,B형,19930908,010-3607-8765,asz37d7r,gmail.com,불교,국민은행,881200-74-350337,9
27606,박은훈,여성,155.1,60.5,O형,19500621,010-5060-7288,u58xm4,yahoo.com,불교,하나은행,060-403870-99473,5
27614,이성준,여성,157.9,59.3,O형,19580305,010-1430-4639,g318nsohh8y9,gmail.com,무교,새마을금고,4-64357198869-0,3
27617,홍준용,남성,173.9,68.3,A형,19680512,010-8951-7996,m01vbbhzb44r9,gmail.com,불교,국민은행,161539-89-949339,5
27624,김성준,여성,154.1,59.7,AB형,19790305,010-5322-7545,tfijndq,daum.net,무교,새마을금고,8-91242937474-9,2
27628,김석우,남성,161.5,72.2,A형,19911002,010-3635-2481,bnma6w234m,daum.net,무교,외환은행,265-176628-993,6
27631,정영석,여성,155.5,56.4,B형,19600908,010-2522-1555,d1w4de9e5jb,daum.net,천주교,한국씨티은행,694-134582-668,3
27632,강석지,남성,169.6,69.3,B형,19820224,010-6202-7912,emmecz3,naver.com,기독교,스탠다드(제일),040-11-136494,4
27635,이현우,여성,156.4,54.0,O형,19631130,010-2066-1462,w3vh4h9ns18by,gmail.com,천주교,외환은행,067-058214-579,4
27637,류지종,여성,158.0,50.7,B형,19510625,010-1471-5293,zi3br931,yahoo.com,천주교,우리은행,4828-334-107715,6
27640,김은현,여성,158.4,49.8,B형,19660609,010-1426-2486,jjcjmfk,gmail.com,기독교,우리은행,9090-634-509029,2
27642,허은영,여성,146.4,55.2,B형,19910917,010-0741-5948,okvnico16ia,yahoo.com,무교,새마을금고,6-38658450933-2,6
27645,서지택,남성,165.1,67.5,O형,19530729,010-3524-9381,qpfoy2bsf7ci2,naver.com,무교,NH농협,830-5209-027-86,2
27647,오지준,남성,167.7,70.6,B형,19871115,010-1200-9185,a1ksyzaph,daum.net,기독교,하나은행,001-919763-01684,9
27649,조우종,여성,144.1,47.0,B형,19920806,010-7411-5842,ykfqt1ms60k,naver.com,불교,외환은행,567-940840-465,1
27660,이서남,여성,162.5,63.6,B형,19931021,010-8149-5261,mvfe4sp5s,daum.net,무교,NH농협,330-4504-464-49,9
27662,박우준,남성,169.3,65.6,B형,19550812,010-7674-0244,z817e70b6,gmail.com,무교,국민은행,511761-39-121039,2
27666,강지은,여성,151.8,59.8,A형,19480316,010-4611-9528,c1us41dfe14wj,naver.com,불교,하나은행,981-976220-26310,8
27674,김준지,남성,167.7,66.7,O형,19750604,010-2028-3955,lu2jsd2,daum.net,기독교,수협중앙회,4738-9385-0042,2
27685,이훈영,남성,174.2,69.4,A형,19620731,010-3611-9484,ylphq4bp0r3ho,naver.com,기독교,국민은행,620250-54-141675,5
27687,장현지,여성,163.3,57.1,B형,19550111,010-9062-8983,drrvdcb2o4g63,naver.com,불교,스탠다드(제일),082-10-409574,6
27690,이정남,여성,155.8,55.9,AB형,19670614,010-8524-7212,og6af8drdrqd,yahoo.com,불교,기업은행,319-910232-93-693,6
27691,명지준,여성,149.6,54.8,B형,19480901,010-2687-1373,rkfv3jxjj,naver.com,무교,한국씨티은행,784-049495-791,8
27697,양용남,여성,155.6,45.1,O형,19540707,010-8326-3255,twqj5eu7ebn,naver.com,무교,새마을금고,2-25880513743-7,6
27700,이은석,여성,154.3,48.6,B형,19720910,010-8085-0039,wfi2ffk4,gmail.com,불교,우리은행,3932-150-472179,8
27704,편진지,남성,165.1,68.7,AB형,19460825,010-4497-1198,ixwcx3jp,yahoo.com,천주교,기업은행,076-548865-17-410,2
27706,서정은,남성,172.4,62.9,A형,19531220,010-8765-4245,b3zj4p,naver.com,무교,하나은행,337-269130-25291,3
27708,정성훈,남성,169.5,73.0,B형,19930603,010-9198-8604,kbferty9j,naver.com,천주교,외환은행,559-090723-048,7
27709,박용영,여성,155.7,57.9,B형,19790717,010-9977-5607,gcgd3m1z3,yahoo.com,불교,수협중앙회,9603-2684-3157,6
27712,이서준,여성,150.5,48.4,B형,19911004,010-4509-2864,ljuc3846sxk,yahoo.com,기독교,NH농협,622-6246-020-86,7
27718,오석은,여성,155.9,51.1,AB형,19860213,010-2767-4432,fzc7riy1ql,yahoo.com,불교,한국씨티은행,230-233046-830,7
27719,김협지,남성,171.8,69.3,B형,19840329,010-0654-0892,ym4ej9wrndb,naver.com,무교,기업은행,030-687303-26-928,4
27723,장석현,여성,158.8,57.2,A형,19490724,010-6539-5165,ffkewnu,gmail.com,기독교,기업은행,686-951691-40-062,4
27729,김택정,남성,174.6,65.0,O형,19690402,010-1523-5392,b6y0jb69t8jk,yahoo.com,불교,스탠다드(제일),248-77-333707,3
27730,양은희,여성,161.1,49.0,A형,19720403,010-7067-5516,fv6vsto5n6d,naver.com,기독교,한국씨티은행,318-043527-113,8
27731,박우택,남성,167.9,66.0,A형,19880901,010-7131-0113,aeoa4sim5ds2h,gmail.com,무교,스탠다드(제일),810-50-014043,6
27738,윤훈정,여성,154.5,60.0,AB형,19840922,010-3198-5376,yw95du5,daum.net,무교,외환은행,078-178488-041,4
27742,이훈석,남성,164.7,62.8,A형,19770926,010-7314-3898,u95v84be2wo,daum.net,무교,국민은행,777878-09-988677,2
27746,고상우,남성,170.0,64.5,O형,19800404,010-9339-7003,fxcg0blvdujs,daum.net,불교,국민은행,673461-41-708176,2
27747,김희훈,여성,157.5,55.8,A형,19900403,010-3302-1008,u4gizcxcfk6,naver.com,기독교,기업은행,250-986271-45-318,2
27751,황영희,여성,153.7,54.2,A형,19820611,010-8621-2488,amewmp,naver.com,기독교,수협중앙회,6794-4957-8837,1
27752,이훈현,여성,163.3,65.5,O형,19870119,010-5840-5536,yntawtnq,naver.com,천주교,NH농협,867-0283-262-80,5
27755,정상진,여성,162.1,57.9,B형,19600604,010-5027-8376,f59s8c,naver.com,무교,기업은행,453-626334-09-606,1
27767,허성서,남성,171.1,74.1,O형,19920802,010-1456-9095,tvoa21oz8d,naver.com,무교,국민은행,211456-87-595381,6
27770,임남희,남성,177.9,60.9,B형,19950531,010-8919-3380,cte2pqr18aagu,yahoo.com,불교,우리은행,8453-358-690904,2
27772,정현준,남성,174.6,59.3,A형,19670730,010-0415-7005,guholurm8il,daum.net,무교,기업은행,220-355392-65-233,3
27774,윤남훈,여성,150.5,55.7,A형,19751118,010-4444-8290,cl69i5r,gmail.com,불교,하나은행,345-181737-31719,9
27779,신우석,남성,168.0,59.0,AB형,19870228,010-1773-0428,m15u72uz1,daum.net,기독교,신한은행,745-954-767915,1
27782,송협택,여성,156.5,63.8,A형,19940625,010-0624-2785,dy9babkx9r5,yahoo.com,불교,기업은행,762-654930-33-513,6
27786,김준지,여성,143.0,57.2,O형,19911004,010-2291-5713,qb0ldvh4jnl9q,naver.com,불교,기업은행,404-357020-90-198,4
27788,최정협,여성,154.4,51.5,O형,19550803,010-2815-4934,ew6iobs,yahoo.com,기독교,신한은행,256-707-853143,2
27791,황우석,남성,176.7,57.0,O형,19650826,010-3627-9093,e3u5cnh7vb5k,yahoo.com,무교,하나은행,412-098446-40917,7
27798,태협상,남성,170.8,70.8,O형,19740714,010-7362-9850,exok7d6s04,yahoo.com,무교,하나은행,857-732509-00294,4
27800,김지남,남성,174.7,67.8,A형,19791205,010-2101-2961,adwa7u,naver.com,무교,한국씨티은행,934-633629-296,7
27803,조택남,여성,162.5,57.7,B형,19530101,010-6246-8612,i03vqzuqokw1,gmail.com,무교,우리은행,5308-992-914294,8
27805,김남서,여성,164.9,47.8,B형,19541018,010-5911-5735,w5fgwmql,naver.com,기독교,새마을금고,6-39006195232-5,5
27806,이서희,남성,169.8,68.1,A형,19740720,010-7894-8542,x8iccjhyto,yahoo.com,불교,외환은행,950-641956-770,3
27812,유희영,남성,164.6,60.6,A형,19690817,010-6993-5057,q59zdm4,daum.net,무교,NH농협,050-4906-680-88,1
27814,권남지,여성,152.1,52.9,O형,19490821,010-3693-8510,o47ymfhd,naver.com,무교,수협중앙회,3503-4269-6755,4
27816,이훈희,여성,162.6,55.8,A형,19861230,010-6571-2110,evgp04,naver.com,불교,우리은행,2972-542-169970,4
27822,이현훈,남성,176.1,62.3,A형,19880207,010-1356-1673,j55ern1d,gmail.com,불교,수협중앙회,0399-1507-6953,5
27823,김지정,여성,150.9,54.2,AB형,19660815,010-5589-7121,nkhv6z5877d0z,gmail.com,기독교,우리은행,8847-638-926600,3
27824,이서우,남성,156.5,64.6,A형,19931220,010-8439-8697,k6umsin,daum.net,기독교,기업은행,101-142264-87-021,9
27828,양덕준,여성,145.2,55.8,B형,19460619,010-4257-7274,qwsb82qb,daum.net,불교,외환은행,224-504996-709,3
27837,이준성,여성,155.5,49.8,A형,19610905,010-6478-1232,a2egvwa,yahoo.com,불교,우리은행,1393-521-542000,8
27840,김석남,여성,161.7,52.8,O형,19490527,010-7374-5275,l9z5idh,daum.net,불교,외환은행,436-814232-362,6
27843,위영지,남성,171.8,64.7,O형,19691111,010-5824-0483,t1jm8xd3upy6,gmail.com,불교,우리은행,1415-476-863836,1
27846,차성석,남성,173.5,66.8,A형,19470719,010-8915-4750,ndse0x,yahoo.com,무교,스탠다드(제일),962-65-976060,5
27850,반준석,여성,150.5,57.6,A형,19480701,010-7153-6638,ilarj2z3h9,gmail.com,무교,새마을금고,1-81075444001-4,8
27853,임준성,남성,171.5,68.4,O형,19501017,010-1948-1503,uh4cuk7tveh,naver.com,무교,외환은행,039-489031-982,6
27854,신은상,여성,163.7,54.9,A형,19800101,010-1128-6404,j9mi1g12oypso,gmail.com,기독교,우리은행,2460-242-894775,7
27856,임용진,남성,165.8,61.2,O형,19770530,010-9367-6136,hrycr7xhn45mp,daum.net,기독교,스탠다드(제일),425-59-056476,8
27863,정종서,여성,160.8,59.5,AB형,19580818,010-7303-2284,dj8y2g,naver.com,불교,한국씨티은행,329-559478-645,2
27865,류훈진,남성,176.1,61.3,B형,19530812,010-1965-0894,ya1clxn,yahoo.com,무교,한국씨티은행,167-430540-565,3
27867,이준협,남성,175.9,63.1,A형,19840329,010-1934-9202,aieqfcjzjgvd3,naver.com,무교,스탠다드(제일),577-91-831580,8
27882,송석영,여성,148.3,62.4,A형,19670525,010-5966-5705,lrgkhqdlu,naver.com,기독교,기업은행,065-655036-64-030,9
27883,강서협,여성,159.3,57.5,O형,19831121,010-4820-0531,gfqnxvmb8c,naver.com,무교,우리은행,1579-050-223805,4
27884,이남협,여성,151.7,54.5,A형,19470226,010-3311-9311,xqu6zk1axu35,gmail.com,불교,신한은행,682-884-328579,9
27886,한희지,남성,169.1,65.7,O형,19960508,010-6826-0614,b6mwrj6r0,yahoo.com,천주교,하나은행,577-768545-82143,9
27891,김희종,남성,171.5,68.4,AB형,19861223,010-4789-0996,ye1h041kz6io0,gmail.com,무교,기업은행,701-599835-78-869,6
27893,이훈상,남성,164.2,61.6,A형,19710622,010-4527-3390,fya9ug,daum.net,무교,기업은행,337-678607-82-156,2
27894,강영종,여성,157.7,48.3,B형,19560622,010-6585-9779,uo3phkt,daum.net,기독교,기업은행,951-641020-03-288,2
27898,박진협,여성,151.5,55.3,O형,19920908,010-3347-0355,kqr2d87l75,daum.net,무교,우리은행,1443-239-357488,2
27903,박덕희,여성,158.3,59.0,A형,19530524,010-7723-9695,jmq0qb3hbjeb,naver.com,불교,새마을금고,1-62851121875-5,3
27904,최우종,남성,158.1,66.9,O형,19581006,010-6324-5026,wrlzkse92s,yahoo.com,기독교,기업은행,317-020214-84-894,4
27905,김훈정,남성,170.0,68.7,AB형,19590927,010-9982-4305,qk20j50rt,daum.net,불교,NH농협,668-6655-601-24,3
27908,권우남,여성,150.4,57.9,AB형,19500526,010-1879-1992,y1o1gpxe,naver.com,기독교,새마을금고,4-78894162738-6,9
27909,임용훈,남성,167.0,66.4,O형,19960630,010-8908-4681,ru9m81,gmail.com,무교,하나은행,275-895078-39163,4
27912,이택영,여성,155.3,53.8,B형,19910710,010-3399-0919,r6pangijbv1dc,naver.com,무교,수협중앙회,6242-1961-1769,7
27914,안상영,남성,175.5,70.8,B형,19710225,010-5708-5059,p3vn14mc4at8,yahoo.com,불교,새마을금고,9-25142068068-7,1
27917,박훈종,여성,148.1,60.1,A형,19870401,010-5134-4895,trjekyi,yahoo.com,무교,외환은행,059-537523-825,2
27922,이상석,남성,174.5,63.9,O형,19631210,010-1442-4425,f8anoznig,yahoo.com,무교,NH농협,688-6281-573-08,3
27930,진훈은,여성,148.5,55.4,AB형,19510806,010-4131-5425,c2uwrjs9gk5,yahoo.com,무교,외환은행,578-640697-772,5
27933,김훈은,여성,151.0,60.6,O형,19800601,010-8709-0016,aqvp9fj,daum.net,불교,스탠다드(제일),529-43-084338,7
27940,이택남,여성,165.1,49.0,B형,19681213,010-5495-9557,k0q1q7zn,gmail.com,불교,스탠다드(제일),023-16-729971,9
27941,강종협,여성,149.2,47.8,AB형,19620325,010-2332-4390,n74fhz9lasw8m,yahoo.com,무교,NH농협,398-2700-109-87,1
27948,현진덕,여성,154.1,60.7,A형,19660228,010-4191-0236,fsyudgit,yahoo.com,불교,외환은행,951-647518-949,1
27955,조훈석,여성,153.5,52.8,A형,19801218,010-3246-6702,gvmy6t,gmail.com,무교,우리은행,6281-784-328145,2
27959,권석은,남성,173.3,63.8,O형,19470820,010-5971-7320,whvhdkh8e1m,gmail.com,불교,스탠다드(제일),022-48-807003,3
27961,한덕상,남성,168.1,69.6,A형,19551009,010-9119-7440,ilmv3n0,yahoo.com,불교,국민은행,467985-90-077390,7
27962,윤택석,남성,170.4,62.5,AB형,19631019,010-4079-3335,qfvx740,gmail.com,무교,스탠다드(제일),001-32-919594,3
27965,배덕지,남성,167.7,68.0,A형,19860226,010-5819-7802,fuuof2p7mr,naver.com,불교,하나은행,476-337948-04227,5
27970,한우지,남성,174.2,66.3,B형,19920419,010-2536-2570,qi6i2z3gdwuz,naver.com,불교,우리은행,2963-636-765230,5
27972,노석진,남성,174.2,69.1,B형,19521123,010-0672-1731,yyp7w9cz,yahoo.com,불교,신한은행,447-764-101499,8
27976,정현훈,여성,149.9,54.3,B형,19480620,010-6293-3472,xwj1mlx88zy,naver.com,무교,신한은행,616-953-311108,1
27983,이서현,남성,166.6,65.3,A형,19850729,010-3017-8614,oc10rg,gmail.com,불교,스탠다드(제일),902-06-965672,4
27985,유지영,여성,144.9,59.1,A형,19801201,010-1192-3195,cov7m8c,daum.net,무교,우리은행,8172-521-573636,4
27989,마준협,여성,158.9,56.5,B형,19780509,010-6861-8072,oxtmk1,yahoo.com,무교,스탠다드(제일),544-02-851202,6
27998,김용성,남성,165.7,73.7,AB형,19790927,010-5266-9291,bp2u7x9f23om,yahoo.com,무교,스탠다드(제일),485-69-382650,7
28003,김택석,여성,154.5,58.7,B형,19900812,010-8394-0726,hn82a8qr,gmail.com,기독교,우리은행,8914-981-717889,3
28006,지정종,남성,177.7,59.0,O형,19560624,010-3888-9086,u20zyll1kl,naver.com,기독교,NH농협,809-3592-570-65,9
28007,정진희,여성,161.3,56.5,AB형,19730702,010-2737-4075,mv3guu26wt,gmail.com,기독교,외환은행,180-923347-018,9
28011,천남은,여성,157.8,55.3,AB형,19790122,010-1494-2034,k2i55b,daum.net,무교,NH농협,421-4718-689-81,7
28017,이정준,남성,173.7,64.8,O형,19890506,010-2258-9566,o02tnuva2ut,daum.net,불교,국민은행,558308-88-132455,5
28019,정훈희,남성,177.4,68.5,A형,19640408,010-4725-0844,m3rfr4hhohh,gmail.com,기독교,하나은행,815-207604-01212,4
28021,최우희,여성,154.4,50.4,A형,19621012,010-8226-5571,ixj66id9to,naver.com,무교,기업은행,571-872264-03-942,3
28026,김영지,여성,151.9,56.3,B형,19480916,010-4635-4279,hnq5hvejnq7,gmail.com,불교,한국씨티은행,379-914437-223,6
28034,이은지,여성,162.7,45.7,O형,19830606,010-3231-3706,tujzof,yahoo.com,무교,우리은행,1030-284-783273,8
28035,김용현,남성,175.0,66.1,A형,19620709,010-7273-4479,o35xb69b,gmail.com,무교,하나은행,634-023086-05585,1
28037,정지진,남성,176.8,68.4,A형,19910613,010-7533-5265,tklatww9k,naver.com,천주교,하나은행,757-427214-26546,8
28050,양지훈,남성,163.2,61.3,A형,19491011,010-0992-4795,wspwnrb,gmail.com,불교,신한은행,472-140-686752,2
28053,권영지,남성,161.4,70.7,O형,19950321,010-0908-2213,it6h6ss69,gmail.com,무교,수협중앙회,0386-3510-2628,6
28056,류협은,남성,166.2,72.0,A형,19590403,010-4874-9124,ab1b3o158vm27,yahoo.com,기독교,스탠다드(제일),993-20-502322,1
28065,김택준,여성,161.9,56.0,A형,19610530,010-1079-7380,sb7d44c,daum.net,무교,수협중앙회,4504-4850-0248,8
28068,최석서,남성,178.0,72.6,O형,19830607,010-0307-6595,cpi1ccg8dv,daum.net,기독교,하나은행,847-842834-49456,6
28071,조은현,여성,154.3,54.9,A형,19741218,010-4221-4419,tjkn3dq,yahoo.com,무교,우리은행,7911-066-988162,1
28072,한진준,남성,167.0,75.5,O형,19960620,010-4674-4897,oyqa5f,gmail.com,무교,한국씨티은행,687-688749-067,7
28074,이지석,남성,163.3,66.7,A형,19670510,010-4333-1002,dss9e64x,daum.net,불교,기업은행,459-053031-80-614,8
28076,백지준,남성,171.2,63.7,B형,19921023,010-7231-7551,zo2olv,yahoo.com,기독교,하나은행,436-628189-88651,6
28083,장성서,남성,166.3,73.2,B형,19840526,010-0473-1954,luz0821j3jqk,naver.com,천주교,수협중앙회,4292-1140-1939,8
28095,홍지석,남성,169.8,64.4,AB형,19890101,010-7578-5254,hp5ygw0czrj,daum.net,기독교,신한은행,186-067-726781,7
28098,기상진,남성,162.5,75.9,A형,19930428,010-1535-0854,llrpsb6vdlk6,yahoo.com,무교,스탠다드(제일),441-19-676364,5
28102,박정우,남성,167.8,64.4,O형,19540409,010-0714-6984,qhhi5e,gmail.com,불교,기업은행,154-739296-96-639,3
28109,박우남,남성,168.9,70.3,AB형,19541113,010-3622-1215,p4wmd8q4f7v,gmail.com,무교,새마을금고,8-03723778300-4,1
28112,곽준진,남성,165.3,67.4,AB형,19750122,010-0346-0601,vd7j8n,yahoo.com,무교,NH농협,699-8693-091-92,9
28115,최현석,남성,168.8,70.4,A형,19880125,010-9212-0112,kirpqhgkvo,naver.com,불교,외환은행,599-502180-696,5
28116,김용종,남성,177.7,68.9,B형,19800102,010-4596-2544,mzwu8c,yahoo.com,불교,한국씨티은행,975-403437-986,5
28118,안현영,남성,178.0,70.3,AB형,19581025,010-2645-0711,e88p1mkt1ftl,yahoo.com,불교,수협중앙회,0533-8117-9067,1
28122,김우영,여성,152.3,54.1,A형,19881030,010-0282-4307,baaz8ajie,yahoo.com,불교,기업은행,296-376140-59-626,3
28125,박지우,남성,173.8,66.6,AB형,19660616,010-1513-2593,lgqugb46zib03,yahoo.com,무교,한국씨티은행,169-371494-571,7
28127,고서희,남성,167.9,70.0,B형,19471209,010-0465-8019,dplr7djcylc,naver.com,무교,NH농협,875-9048-855-87,6
28129,박지영,남성,177.8,72.4,A형,19550515,010-7876-0848,z4h15d7,gmail.com,기독교,새마을금고,6-68001922883-6,3
28134,김서종,남성,172.8,64.2,B형,19650810,010-0063-8411,uya0onyx,yahoo.com,무교,NH농협,161-7854-366-47,7
28144,신영훈,남성,169.8,67.2,O형,19940401,010-7647-2941,cug1js1t3,gmail.com,기독교,NH농협,565-6063-075-24,3
28146,권현진,여성,156.1,50.6,O형,19910920,010-2289-4679,bfbf3dj4,daum.net,기독교,NH농협,739-9079-126-57,7
28148,권우현,여성,159.5,58.4,B형,19790124,010-3469-4740,l61uc236osm13,naver.com,무교,국민은행,835319-49-758322,7
28150,원남지,남성,172.3,69.9,O형,19750114,010-6464-0667,c09vg298,yahoo.com,기독교,우리은행,0789-096-120020,2
28152,조남종,여성,163.3,57.3,O형,19560202,010-2877-3235,e7pbnv,naver.com,무교,새마을금고,7-54902139047-1,6
28155,박성용,남성,172.1,64.6,A형,19651008,010-5266-6361,emz0apbbcy,naver.com,불교,새마을금고,7-00017142920-2,1
28159,이상훈,남성,172.4,68.8,A형,19781028,010-9626-3341,co7qga45thejw,naver.com,무교,스탠다드(제일),355-03-856831,2
28161,이현상,여성,152.7,55.9,A형,19690817,010-0152-9714,r6si0jm79z7f,gmail.com,무교,한국씨티은행,466-506624-061,2
28173,김서종,여성,158.0,54.0,O형,19460523,010-8732-8747,rbvozl,yahoo.com,무교,외환은행,212-781092-746,3
28179,왕석우,여성,154.5,55.4,A형,19780918,010-6923-0804,ra56big,gmail.com,기독교,외환은행,479-176448-668,3
