No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
38171,박지협,남성,172.0,69.0,O형,19930212,010-3974-4229,vhp1ag25j75k,yahoo.com,무교,243.9.185.229,d9:34:34:92:73:30
38179,고은상,남성,170.6,62.7,B형,19490812,010-8528-7156,bn9t22znf,gmail.com,무교,26.82.150.40,71:6c:80:4d:31:23
38182,나석우,남성,177.6,69.1,A형,19960421,010-8892-6020,tz8uvycdn,naver.com,불교,80.252.29.46,47:d4:6e:47:55:a5
38187,이협석,남성,173.4,65.4,B형,19840112,010-9475-5133,j26fz9t47hto,daum.net,불교,199.58.101.122,b7:dc:6d:67:8b:f3
38190,김진용,남성,174.8,62.6,B형,19770921,010-8292-0414,bsp5w3s9,gmail.com,무교,220.121.104.82,51:78:30:f3:8b:ad
38192,김지진,남성,162.8,67.5,O형,19960827,010-2769-4774,qxcb15ejfy2,gmail.com,기독교,158.231.235.122,ff:98:3e:2e:5e:71
38196,양우정,남성,180.2,73.2,B형,19470716,010-5927-2822,k6h9zg4ea7v96,yahoo.com,무교,169.186.107.81,f1:1c:fb:b7:7d:af
38205,박우훈,남성,171.1,65.0,AB형,19600330,010-8505-4274,mpylka,naver.com,무교,190.100.10.107,4a:33:cd:91:7c:5d
38206,하준서,여성,154.6,51.9,O형,19590801,010-4849-7653,nffeetk6r,daum.net,불교,230.86.30.42,a9:6d:ea:2f:eb:b6
38211,이희성,남성,160.5,67.8,B형,19491018,010-4654-2148,p1juy8kjy7t4,gmail.com,기독교,210.69.168.193,5b:f4:06:d5:8a:29
38214,김은영,남성,168.1,68.4,O형,19951206,010-8142-7193,m8rkwb6q,daum.net,불교,221.216.41.52,60:ce:44:74:62:c6
38216,박우용,남성,171.1,68.6,AB형,19740911,010-3288-5779,c0cqabesv2,naver.com,무교,142.116.49.22,cb:38:a8:fc:68:79
38217,김희용,남성,170.6,59.0,AB형,19510406,010-8454-6111,igwwt0,gmail.com,불교,66.70.38.126,d7:ed:e3:07:6e:a4
38222,천남협,남성,163.0,64.8,B형,19820525,010-8122-1013,yepwnlo35g32,daum.net,불교,145.122.214.113,88:e8:7f:a4:d7:95
38225,김진성,여성,155.4,56.0,B형,19750922,010-2930-5861,yniqlu,yahoo.com,무교,210.114.46.228,eb:f3:8d:ac:cf:0c
38230,한현은,남성,180.2,67.0,O형,19941228,010-6408-5056,onl1vi9zf,naver.com,무교,196.184.139.131,f9:f7:f1:1f:b0:b6
38232,최종석,여성,156.7,46.6,A형,19731219,010-9055-3530,eihln0,yahoo.com,불교,247.38.150.180,d9:22:cd:4f:88:65
38233,김남지,여성,148.9,60.0,A형,19930329,010-6018-6148,zfygtkmt9,naver.com,무교,4.163.61.162,79:e8:7f:21:24:f5
38236,최상훈,남성,169.0,62.0,O형,19530822,010-7276-9053,hdofwu5jv,gmail.com,무교,130.28.64.126,ee:92:59:45:ae:fc
38245,권석훈,남성,168.9,64.9,B형,19930527,010-6659-3217,su80djv98m3mx,daum.net,기독교,24.56.167.34,a2:e5:dd:db:ca:6e
38250,박준훈,남성,160.4,62.8,O형,19740701,010-7095-6318,p942lwg9km,naver.com,불교,62.162.200.76,fa:56:89:f3:a5:90
38255,이협훈,여성,156.8,56.2,B형,19880702,010-1495-3364,qjw2ge9ns63,naver.com,무교,61.84.227.206,89:31:f0:5b:65:f2
38257,이서용,남성,166.5,73.6,B형,19910920,010-0899-8892,vhw4hb8b,naver.com,무교,231.188.24.99,3d:a7:5d:37:0a:33
38258,김택종,남성,171.5,63.3,A형,19720414,010-2503-1824,f038kx2x6,gmail.com,무교,209.174.129.191,15:23:44:6d:70:b1
38260,이현훈,여성,151.9,50.8,O형,19740901,010-2502-5930,got8wqnqe,yahoo.com,무교,132.193.170.159,c2:44:a8:15:f8:60
38262,신종정,남성,173.7,62.7,A형,19800104,010-1908-3371,xcnh5au2b8,yahoo.com,불교,125.20.128.245,2b:09:b4:28:d8:26
38263,신상훈,여성,160.8,58.0,A형,19470314,010-2293-9498,h478whh2oci5,gmail.com,기독교,11.143.11.208,de:15:02:4c:59:9d
38268,류훈상,남성,169.6,67.3,B형,19830225,010-0137-1003,z4mbf8dgcil,yahoo.com,무교,224.141.235.41,33:b0:52:e8:3c:0b
38270,이훈현,여성,160.5,63.5,O형,19620210,010-7914-8368,hcch9bx8q8,yahoo.com,무교,215.179.73.122,e7:c5:f8:fe:5d:03
38272,신택서,남성,175.7,68.9,A형,19760630,010-0573-1548,kod6kcp2txz,yahoo.com,기독교,247.116.133.155,27:43:12:fb:64:62
38278,안훈희,여성,150.3,54.9,A형,19670917,010-1315-2205,rsbz6c,daum.net,기독교,198.201.77.203,40:ff:46:67:cd:3e
38282,임현훈,남성,180.1,63.9,O형,19880501,010-4829-1754,hvfshpg,naver.com,무교,48.23.98.104,bd:94:1c:c4:c9:77
38296,임석희,남성,172.7,65.3,O형,19650828,010-6138-5226,yb2a76pat5,daum.net,기독교,85.190.66.44,47:f9:83:09:1c:e5
38299,박지성,여성,166.1,57.6,AB형,19490704,010-2270-5887,phw63h,yahoo.com,불교,91.212.99.229,65:e7:a0:2c:16:15
38308,황상성,남성,171.0,66.5,AB형,19891024,010-6528-4596,o9t5s0m,naver.com,기독교,169.97.169.17,a8:48:d6:c1:90:43
38309,정현준,여성,168.5,52.6,B형,19670703,010-3798-4114,tl814e4p8j7ae,naver.com,무교,109.12.155.229,c0:36:26:82:9e:93
38316,윤서덕,여성,156.0,56.9,O형,19571207,010-8797-8773,z0hjvu27yqyr,gmail.com,불교,151.106.21.61,cb:18:ad:a0:22:b3
38319,홍상은,여성,154.4,53.1,O형,19680706,010-3582-1805,rv2jcy947qi,yahoo.com,무교,16.7.205.41,4e:1d:d7:cd:2b:3c
38325,위상종,여성,156.2,59.4,A형,19730123,010-9894-8108,kqdol3,gmail.com,불교,216.226.137.31,d2:44:bb:c7:59:10
38326,성훈석,여성,149.1,54.7,A형,19670322,010-6655-7691,yter7vpdmba2,yahoo.com,불교,166.183.56.207,33:d1:c5:d1:bb:3b
38332,양현성,남성,166.3,68.5,O형,19800423,010-0346-0417,gk99zmb,naver.com,기독교,208.216.114.203,76:08:ac:79:51:5c
38339,심준석,남성,164.4,67.8,A형,19900919,010-7682-9921,m0v7yh,daum.net,무교,131.160.200.186,34:d3:1b:2f:9d:de
38344,도석은,여성,160.3,58.3,A형,19730217,010-2517-6288,gfy53w73jf,yahoo.com,기독교,87.47.7.30,57:11:a1:e1:f4:a5
38345,이준용,남성,178.8,71.1,AB형,19610413,010-2672-5926,gqek0wq,naver.com,불교,24.193.180.191,e8:1d:b9:a8:53:99
38346,최지남,여성,153.5,57.6,AB형,19771028,010-0344-6412,pqixy7cfg302,gmail.com,무교,140.138.227.60,dc:8f:8d:9d:c0:18
38370,남희석,남성,175.8,65.5,B형,19580101,010-2945-9995,kpur112pzkyu,daum.net,기독교,35.27.176.92,79:91:de:66:bb:4f
38372,김서진,남성,169.6,70.9,B형,19890222,010-2331-8076,cx9ua4u,naver.com,무교,93.162.143.59,a3:9e:04:ce:59:72
38373,김덕영,남성,174.0,69.9,A형,19461015,010-2462-4070,to6acysv9qhg,yahoo.com,불교,29.70.166.161,6f:3c:46:99:ea:4b
38374,남궁준,여성,159.0,46.8,B형,19951207,010-1837-5294,wmnzx3,yahoo.com,기독교,89.108.240.247,55:ed:c4:eb:95:96
38377,유현협,여성,158.1,59.4,B형,19730905,010-3062-0165,gwjlkc8y4,gmail.com,기독교,179.193.16.106,c9:62:81:2a:b7:f2
38379,강남준,남성,171.0,63.2,A형,19460704,010-1484-1193,qgr6pf1wd6i0n,gmail.com,불교,216.74.83.190,80:fc:ae:40:d6:65
38380,허우정,여성,156.6,61.0,A형,19651127,010-3530-7608,j56f6jery5ap,yahoo.com,무교,175.5.166.223,60:33:b0:cf:96:8f
38391,최택서,남성,171.4,65.2,A형,19880827,010-5214-3839,dsunhh,daum.net,무교,134.121.60.39,59:e8:92:d7:03:09
38392,조택덕,여성,155.5,55.6,A형,19701023,010-5759-0205,vcsf5ukq1,yahoo.com,불교,57.42.94.109,69:8b:54:b5:28:f9
38393,조석우,여성,163.4,52.6,O형,19470928,010-2096-4105,iarxnmr,yahoo.com,기독교,218.188.107.73,11:12:af:21:9b:05
38394,임덕서,여성,155.8,52.5,A형,19680323,010-2939-9268,ip2a57m,yahoo.com,무교,168.2.26.184,cf:a4:75:eb:1c:2e
38398,성현남,여성,155.8,64.9,B형,19620217,010-6285-6121,r6inb3,yahoo.com,천주교,157.144.130.216,5d:e0:58:17:1a:1c
38399,최성용,남성,164.5,72.6,B형,19480102,010-0178-1430,dq37yi4qo38,gmail.com,무교,241.63.246.202,ca:50:98:10:a1:21
38400,한상희,여성,152.5,53.0,B형,19700515,010-2739-1535,rrd9nxj4u,gmail.com,기독교,120.121.250.52,98:ba:4f:51:cc:39
38403,고준남,여성,158.9,56.9,B형,19530929,010-9745-2266,mq0k22lk37lc4,yahoo.com,기독교,74.140.15.105,85:85:aa:5b:a8:c2
38405,하은협,남성,174.6,72.4,A형,19530125,010-4169-0871,gwnme2pv,yahoo.com,불교,234.216.209.152,18:aa:a3:a9:6a:67
38407,곽영지,여성,165.1,49.9,B형,19491001,010-4071-5511,m41ltxfi3d,gmail.com,무교,20.200.254.123,c6:df:64:4b:29:05
38410,강훈석,여성,148.3,58.2,B형,19710513,010-6755-1382,jmj3nkpy,naver.com,기독교,255.31.31.108,32:e8:c1:e8:a8:1b
38415,김훈상,남성,169.5,62.5,AB형,19930328,010-1324-7001,rknbcdrl1,gmail.com,무교,195.209.34.82,c8:cd:99:d0:e2:e9
38421,김준용,남성,164.8,59.8,B형,19520811,010-9610-4779,zlaz2zho,naver.com,무교,52.226.127.56,ee:1e:99:2d:ab:57
38424,정용훈,남성,167.8,53.1,O형,19610610,010-9614-7172,hm2bp89sg6,naver.com,무교,171.33.115.120,bb:b6:f3:9f:30:34
38425,이남석,여성,163.9,53.4,B형,19541111,010-3339-0782,wy13yzx5oys,gmail.com,불교,249.206.70.161,9c:fd:83:20:eb:8c
38427,서정준,남성,161.0,66.7,A형,19860209,010-3378-1035,i39dk65djrre,gmail.com,무교,136.57.245.243,fc:d3:cf:6c:cb:e8
38445,류희성,남성,170.8,65.4,A형,19880209,010-7926-9310,far9x9,naver.com,무교,81.203.88.236,fa:dc:ce:47:87:cb
38448,이희택,여성,164.7,46.0,A형,19660108,010-3139-6016,uf7vc6,daum.net,기독교,56.84.136.172,cb:f7:6a:53:be:d5
38449,김택준,남성,178.7,65.2,O형,19501028,010-0711-9758,dl3a6iz10etc1,gmail.com,불교,99.106.142.248,8e:60:7e:21:a6:3f
38451,여영지,여성,153.2,45.2,B형,19490502,010-4987-0027,v0raji,yahoo.com,무교,220.191.187.91,96:ee:ad:0e:b4:f5
38452,정우성,남성,161.7,65.4,A형,19870524,010-1649-8987,gyjqt0p,gmail.com,무교,218.50.109.249,00:1e:b2:9c:58:9a
38460,박우용,여성,155.6,50.0,A형,19710821,010-8858-4561,iywazr9rzf,yahoo.com,기독교,59.147.58.156,b0:98:65:03:fd:37
38463,박성종,남성,166.9,63.4,O형,19650221,010-9450-4635,d7a71coalin41,naver.com,기독교,255.8.57.192,6b:20:7b:63:f5:13
38465,강협지,남성,174.2,66.0,O형,19591217,010-5291-7411,jnh5anu7g97yn,gmail.com,불교,80.219.202.77,e1:fe:12:96:e3:6b
38466,김정지,남성,161.5,67.3,A형,19880219,010-9777-6274,o4i3dfrb6jky8,yahoo.com,무교,13.194.118.254,3c:48:e8:d4:74:0d
38474,엄지우,여성,155.7,54.8,B형,19560120,010-7405-9273,gknbeur05c,naver.com,기독교,79.128.199.60,24:ca:52:7e:33:b0
38477,윤상택,여성,149.5,60.9,B형,19660312,010-2117-8887,wt669fn,gmail.com,불교,182.185.98.215,f6:16:78:3a:5f:0b
38478,서훈택,남성,161.7,71.8,B형,19731012,010-0604-6600,hhg0147d,daum.net,무교,228.8.5.226,2e:57:65:14:53:5f
38482,김준진,남성,175.0,59.1,A형,19670730,010-7956-2109,k5zpythexcuo1,naver.com,불교,209.45.37.204,53:b9:a2:d1:26:dd
38484,양희정,여성,156.8,62.7,O형,19790321,010-6792-0640,u6vdnfixk,naver.com,불교,223.87.73.204,07:a0:3f:44:89:a1
38487,박정남,여성,160.3,58.9,O형,19890612,010-6216-3952,jliyou5ao,gmail.com,무교,141.179.100.150,87:10:f4:50:0c:9f
38491,이준훈,남성,165.1,64.3,A형,19750412,010-2110-7648,ce5961u0,daum.net,기독교,210.54.126.114,68:77:54:b2:d6:e2
38494,오은훈,여성,151.6,57.9,O형,19530924,010-7313-9897,ahegcpbvx,naver.com,불교,49.23.208.193,0e:48:35:d1:4d:a6
38495,이덕훈,여성,152.3,60.7,AB형,19840903,010-2688-3617,j72ua0e4gv4,yahoo.com,천주교,51.18.85.163,a2:e0:54:49:2d:e1
38500,김남영,남성,167.3,72.3,O형,19930605,010-9396-2598,dikdd4,daum.net,무교,106.165.63.183,52:f7:7e:c2:c7:66
38503,홍영덕,여성,156.3,60.5,A형,19470715,010-0537-2991,m6v1u3tj9t,naver.com,기독교,144.107.3.230,77:2e:24:78:5e:88
38506,허지희,남성,183.7,68.6,A형,19670416,010-1500-9129,zaxiuef5i9c,naver.com,무교,107.113.206.61,81:d9:b1:3d:0e:b1
38507,최훈정,남성,161.8,59.5,A형,19721123,010-7464-5976,ry01enclvx,naver.com,무교,55.20.224.17,1b:7c:cc:d7:fb:7f
38509,김희지,여성,159.2,60.7,B형,19810920,010-4730-8867,kai90vd,gmail.com,무교,191.114.130.85,f2:d3:c7:2c:80:41
38510,윤현남,남성,169.2,61.9,A형,19510905,010-4196-6622,hpastrec39,daum.net,무교,204.53.76.73,22:67:ab:39:4a:7c
38512,박서진,여성,138.2,55.8,A형,19570714,010-7213-3013,wvhabtitqzwfk,gmail.com,기독교,130.44.188.64,d8:63:ca:61:fb:ce
38516,서종남,남성,164.9,67.8,O형,19960818,010-0333-3622,woumx95r,yahoo.com,기독교,15.231.205.44,b4:e9:be:0c:ea:e2
38526,강훈준,남성,172.6,71.2,A형,19791221,010-9044-2326,y9eymb,yahoo.com,기독교,26.172.201.102,d2:0f:55:24:81:44
38532,오지우,남성,176.4,60.6,O형,19590126,010-8839-4145,orcw5d,naver.com,불교,183.182.239.112,9e:ca:22:49:11:25
38535,신지현,여성,162.0,55.5,B형,19461103,010-9785-5424,sebzoeanx,daum.net,무교,165.1.96.85,e1:a0:69:3d:12:6d
38536,이훈희,남성,167.4,65.6,AB형,19620526,010-7004-1902,lr5p3lwh0r71,gmail.com,기독교,84.130.249.123,bd:a0:a7:bd:73:74
38539,송훈성,남성,165.2,68.0,A형,19730526,010-5754-2665,co1zmqanj48u,naver.com,불교,219.237.76.254,b4:f6:cf:3b:b7:a6
38546,박훈준,남성,175.8,68.7,O형,19910701,010-1686-9496,ovkjyvjrtt1s,yahoo.com,천주교,73.116.103.44,07:e0:ef:58:8c:23
38547,조석상,남성,174.3,66.3,AB형,19550323,010-1603-3949,at6aarq,daum.net,기독교,207.189.140.101,f6:68:62:59:81:c1
38551,손희준,여성,158.2,47.4,A형,19580509,010-6872-6887,h451ue9kdz,yahoo.com,기독교,177.18.49.163,d2:0e:a9:87:37:be
38555,홍지현,여성,156.7,56.4,A형,19610701,010-1296-1518,y2mbio,yahoo.com,무교,85.59.70.114,57:33:4d:a8:6c:f9
38556,김석희,여성,149.7,65.4,AB형,19570920,010-0669-2446,h8ig5xz,yahoo.com,무교,207.82.246.139,3c:2f:15:4f:08:ce
38561,김성석,남성,171.4,76.5,A형,19550821,010-3925-0792,rnhxy4,yahoo.com,무교,126.71.206.192,89:52:5a:a9:eb:b4
38562,용지우,여성,153.5,52.6,AB형,19871127,010-5328-6405,qrew483up91,daum.net,불교,165.202.36.237,97:8f:25:42:35:ff
38575,이희훈,남성,168.0,64.6,O형,19880625,010-9277-6698,npekfpajcj,yahoo.com,무교,193.236.77.213,92:5b:1c:ad:4a:9e
38578,배덕상,여성,150.2,58.2,B형,19471227,010-9112-2568,qmvmauika,naver.com,무교,241.225.6.102,4b:78:ab:01:26:94
38585,강종협,여성,152.3,60.4,B형,19561213,010-7445-5356,sbdsfui,daum.net,무교,138.242.68.177,56:9d:d5:90:d6:d2
38587,신지준,남성,174.1,73.7,A형,19750830,010-3571-6393,rc472aq96jx,naver.com,기독교,208.100.212.43,c0:75:08:19:68:8b
38591,송현영,여성,154.7,55.1,O형,19620605,010-3235-1115,a684xara3icu,gmail.com,무교,178.23.27.81,f3:1f:c7:32:a3:23
38594,정성희,남성,167.2,62.4,O형,19580902,010-8714-6476,tv538zl4u,yahoo.com,기독교,207.98.166.26,66:b4:87:b9:a8:7b
38597,김석성,남성,163.0,58.9,A형,19470106,010-0247-5979,d78upkbk7vf,naver.com,무교,217.67.119.61,69:62:18:c5:b5:1a
38607,정상성,여성,156.4,60.9,AB형,19890630,010-3128-5966,ru4sxu25csyd,naver.com,무교,166.192.164.109,c7:63:aa:79:02:1e
38611,문지석,남성,170.7,68.7,AB형,19951030,010-3622-9082,kq6v28b0,daum.net,기독교,85.90.13.227,6d:ec:00:ee:7b:7f
38617,황종준,여성,152.0,51.9,A형,19650530,010-7167-8106,tnd28lz1d7,naver.com,불교,162.214.241.179,16:c1:c4:66:a7:38
38620,김남우,여성,158.6,52.3,O형,19900818,010-7157-6145,fkzj8xk,gmail.com,불교,74.141.140.167,50:c3:23:5b:1b:26
38622,김덕훈,남성,177.3,68.9,O형,19610206,010-4500-1236,u7te8mw0dptfw,daum.net,무교,77.70.120.62,82:66:fd:2f:f2:90
38628,김협훈,여성,147.9,58.6,O형,19870416,010-0848-3205,nhsm9i4k,yahoo.com,기독교,181.189.193.63,b6:69:56:4a:0b:76
38630,권용진,여성,158.7,53.0,B형,19910817,010-4053-7756,dfcdqloqp8bw,daum.net,불교,20.164.51.88,05:68:f5:19:a7:e8
38631,김영준,남성,167.6,67.0,A형,19961119,010-2630-4090,jw92c9qg91,gmail.com,불교,92.20.108.66,c7:84:1f:77:3c:11
38637,이준현,여성,151.2,57.8,A형,19571217,010-9969-3401,vylhu0qt81c,naver.com,기독교,190.229.201.77,92:8f:43:19:18:ff
38642,박지상,남성,170.3,65.0,O형,19600709,010-6966-2773,l1spgkbw5lnty,gmail.com,기독교,152.58.113.25,63:17:3d:e3:b3:f0
38645,김희성,여성,151.5,57.1,B형,19680730,010-9679-4605,n3by2zymi,gmail.com,무교,135.13.86.115,e5:47:1f:ed:b7:fc
38646,박영은,남성,174.2,65.4,O형,19720517,010-1050-6239,ft1tqcqjn,naver.com,무교,157.33.36.112,39:e6:21:5d:27:61
38647,김훈정,남성,171.9,70.3,O형,19870727,010-1875-0116,f1xyfpl,yahoo.com,무교,226.162.1.92,49:2c:5b:68:17:09
38670,최진상,남성,162.7,69.6,B형,19541217,010-7216-5980,dkkma1mhshmto,naver.com,불교,61.220.158.92,27:78:a4:7e:f2:f3
38671,양지협,여성,159.1,57.4,B형,19610812,010-7484-1466,dwonlve7u3dij,daum.net,무교,106.147.238.127,70:fa:00:c0:38:51
38673,허성상,남성,172.6,70.0,B형,19910815,010-5276-4567,hiqxyqu,gmail.com,무교,145.102.76.33,5b:e6:8b:41:5b:42
38678,허석현,남성,168.6,63.5,A형,19960912,010-6126-9846,e7ms84nblzsw,yahoo.com,천주교,213.132.126.49,ae:96:ae:c5:67:08
38682,홍용은,여성,150.2,54.7,A형,19501112,010-8520-1656,ky3dbtmk,naver.com,불교,1.3.205.27,52:5d:c2:e2:e1:00
38685,권은지,여성,157.8,52.8,AB형,19600502,010-2419-5148,sxicpp0,daum.net,불교,137.54.219.193,af:7f:23:4a:cb:10
38687,최정훈,남성,166.4,60.4,A형,19600705,010-5515-9571,jchjps8ff,gmail.com,무교,71.229.99.20,28:d1:63:bc:65:2b
38688,류진석,남성,175.0,71.9,AB형,19800715,010-5582-8326,jsmo56b8zk6h,naver.com,불교,8.152.104.189,8f:fd:15:fe:1d:99
38697,곽지진,남성,171.4,71.7,A형,19790529,010-6186-0562,dsjk41,daum.net,불교,14.106.119.173,c1:28:66:25:8f:e2
38700,김은협,여성,158.5,52.0,O형,19690423,010-6698-7776,fzqhhkv,yahoo.com,무교,47.47.46.192,7d:87:2a:72:b6:4d
38703,홍석준,남성,172.2,66.8,O형,19481006,010-0265-0723,rwy9v1to5,yahoo.com,기독교,253.231.243.33,06:95:88:ce:88:07
38707,김성덕,여성,154.6,47.7,AB형,19831226,010-2741-1840,xys0qh,yahoo.com,불교,12.160.83.39,7e:80:af:bb:e3:aa
38711,김덕훈,남성,164.1,69.2,A형,19551027,010-2802-6881,hfgsaf0wm,yahoo.com,천주교,35.110.162.238,f0:67:14:6c:e3:f3
38712,박은석,남성,164.7,68.0,O형,19501204,010-0348-7425,umoyt8ex,gmail.com,불교,195.5.243.145,7a:aa:cf:32:80:cb
38719,황지준,여성,152.9,51.8,A형,19470209,010-3212-3012,uo4p80sk,yahoo.com,무교,63.3.114.17,e1:df:41:66:59:94
38726,박용현,여성,155.1,50.8,B형,19960306,010-8984-3196,h7duv6,daum.net,불교,166.190.165.144,53:3a:a0:5f:60:3e
38730,김정지,남성,169.5,65.1,A형,19810418,010-2353-0054,v26s1yjyfuae,gmail.com,불교,108.87.169.167,3e:5c:e7:c1:b4:8f
38732,이남훈,남성,169.1,72.6,A형,19510721,010-8489-4012,ijgnv1ip,yahoo.com,기독교,39.55.180.225,d1:2b:08:6c:18:69
38736,조영택,남성,169.4,64.8,B형,19720131,010-9850-6241,lj3pwz,yahoo.com,무교,110.107.66.121,61:35:00:64:e3:8c
38737,이준지,남성,169.6,67.8,O형,19890225,010-6650-1147,sfwkswqu,yahoo.com,무교,179.212.102.22,64:8e:42:a4:3f:13
38740,하서훈,남성,171.3,75.0,B형,19850412,010-3627-5563,woeog4awk,gmail.com,불교,162.175.1.233,1a:af:4e:f8:3c:50
38744,안영진,남성,172.8,64.7,O형,19571115,010-5337-7053,blub60u2oxwhc,daum.net,불교,107.140.179.93,8b:74:2f:fa:2f:33
38747,박덕상,여성,156.7,62.3,O형,19820506,010-6047-0868,zf1wh308,daum.net,무교,159.205.99.12,3d:c8:bc:f8:37:57
38750,정남정,남성,176.2,73.4,B형,19501014,010-8919-2857,gj5qpbymvwg6s,gmail.com,무교,151.240.247.149,22:2d:d1:4f:df:0f
38754,김종현,남성,165.1,69.8,A형,19530818,010-4027-1726,lkgovmv9wal,naver.com,무교,128.86.71.63,ea:52:b1:3d:8b:8f
38755,강협용,남성,171.2,57.4,O형,19920222,010-9035-2205,ycipe7j0j5o,naver.com,불교,210.251.86.163,99:94:2e:7e:94:f9
38758,김종훈,여성,159.5,50.7,A형,19641029,010-4882-5505,y1jjkysnw2,daum.net,기독교,227.236.159.5,f9:9f:81:aa:02:39
38764,이은정,남성,171.1,67.5,O형,19941122,010-4075-6283,ve3gpzrt4iz,naver.com,무교,153.38.183.98,4d:f4:b8:df:00:cb
38769,오서지,남성,162.7,62.8,A형,19800801,010-4149-2919,fiyqpm7z1znus,daum.net,기독교,209.74.160.252,c3:e1:a2:92:15:6a
38771,최우진,여성,149.9,62.1,B형,19691216,010-6404-7683,lu1dki6vwf,naver.com,기독교,142.38.42.28,5e:6e:68:81:94:f3
38775,성용종,남성,172.7,70.0,B형,19830531,010-3659-4465,ws4wl8p9l3,gmail.com,천주교,7.138.237.4,9e:12:ec:fd:99:dc
38777,허준석,남성,164.0,63.7,B형,19530202,010-1853-8227,d2ehnb,gmail.com,불교,65.15.239.2,eb:7b:a8:d5:70:f8
38779,최성진,남성,177.9,66.1,O형,19830409,010-1472-6580,l28cfl04p57gt,naver.com,무교,222.142.99.25,98:db:05:98:b5:19
38785,김정희,남성,171.2,62.8,A형,19560226,010-9998-7397,ehvxzl48nxqll,daum.net,무교,34.41.225.26,07:0b:02:c8:50:a4
38794,최은훈,남성,174.2,63.5,O형,19850911,010-4582-3479,tytmhs,yahoo.com,무교,115.248.211.18,86:f3:be:e2:1e:51
38797,이은서,남성,168.0,68.9,O형,19480521,010-0600-8171,habzkjsxnmsf5,daum.net,기독교,141.173.123.241,a5:96:72:7d:54:28
38798,김영정,여성,155.6,57.3,B형,19930620,010-6901-5206,t0mew7qic,daum.net,불교,17.34.16.55,63:2a:b7:85:50:43
38802,고희우,남성,170.9,67.3,B형,19791117,010-2858-5846,na6lp35,gmail.com,무교,107.151.84.32,95:18:d6:66:95:99
38815,김지협,여성,154.5,60.4,O형,19790628,010-3311-4359,tt4630cr,gmail.com,무교,111.108.75.200,88:45:29:93:28:15
38821,박은준,여성,159.5,58.2,B형,19520615,010-2334-8214,kl1m1bb,daum.net,무교,137.208.55.174,fa:94:8a:5e:19:75
38823,이용훈,남성,168.9,63.0,B형,19721103,010-3998-2113,lxtsduk,gmail.com,무교,195.5.218.239,26:c7:c1:d6:c0:ad
38832,김훈희,남성,171.1,67.7,B형,19710117,010-7437-4748,mojfhob6,naver.com,불교,176.195.88.52,4c:af:77:94:1a:d4
38834,장남덕,여성,152.9,53.7,A형,19781115,010-2001-0056,v7mcnvopwyd,gmail.com,무교,53.189.253.4,46:81:ee:fc:0e:d2
38846,김지희,여성,157.0,54.2,AB형,19581220,010-4047-1087,u2k5u6di,gmail.com,불교,2.149.110.60,5c:99:aa:9e:b1:2e
38848,남협영,여성,157.6,63.9,B형,19730202,010-5154-3623,ffjh97,daum.net,불교,53.1.120.158,ac:f9:c0:cb:af:95
38851,임영훈,남성,171.1,67.2,A형,19571027,010-3086-5507,n1zmfk,naver.com,무교,8.170.42.6,cd:0c:84:60:c5:9f
38861,진택협,남성,161.4,64.0,A형,19651202,010-5729-2062,xigd61jstz,gmail.com,기독교,225.112.76.166,92:a4:c9:1c:32:86
38864,안준서,남성,175.7,69.6,O형,19640730,010-9867-8748,ft3jg0azux,daum.net,기독교,72.163.80.40,f8:1a:91:9d:4c:3e
38865,이현훈,남성,169.2,68.3,A형,19810724,010-9013-1603,c6hecn2i,daum.net,무교,113.128.187.150,51:a6:b5:b5:87:6e
38866,정훈협,여성,164.5,54.5,O형,19960416,010-0461-3135,gbsbwnadlm78,gmail.com,무교,71.112.82.116,b3:d3:2f:86:d2:7b
38871,김용준,남성,164.4,63.0,O형,19760118,010-6319-2286,g3cwarh,gmail.com,기독교,6.249.135.138,50:e3:93:82:17:99
38873,김우준,남성,171.8,65.4,A형,19740926,010-4397-4031,malwiiw1gs3g,daum.net,무교,92.44.227.250,37:97:1b:85:6a:e2
38874,이종상,남성,166.7,68.1,A형,19811005,010-0978-9448,snkgr7ujnj,daum.net,기독교,204.91.121.148,64:4b:14:fe:01:15
38875,민용현,여성,156.7,51.3,O형,19830306,010-4953-9975,s8alzb6ppqrm1,daum.net,불교,35.195.183.118,70:e5:98:85:55:0d
38877,전성현,여성,163.5,56.0,B형,19551010,010-3720-6767,jfscqyrgda,daum.net,기독교,82.233.78.183,22:b0:e8:b2:37:50
38879,최은현,남성,176.7,62.5,A형,19620510,010-5415-1722,n0e34c7687hh,daum.net,기독교,184.132.28.20,d2:cc:d8:82:39:be
38894,장훈지,여성,171.5,63.4,O형,19960216,010-9891-5510,gcb8cv,naver.com,무교,169.123.189.137,e2:b6:82:1c:ec:aa
38895,장종상,여성,148.0,54.7,B형,19950718,010-2700-8816,q2bo1t4,yahoo.com,무교,199.12.87.204,ac:1d:fa:eb:ee:f1
38896,조협현,남성,166.4,66.6,O형,19891120,010-8354-2626,c7tymtj,gmail.com,무교,253.187.212.125,64:25:1a:8d:83:cf
38897,김현준,여성,159.4,52.6,B형,19470705,010-9543-1722,qvyya6s1e35,gmail.com,무교,38.233.176.86,40:5d:d7:b1:74:9f
