No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
38339,심준석,남성,164.4,67.8,A형,19900919,010-7682-9921,m0v7yh,daum.net,무교,추계예술대학교,법학,3.31
38341,김남석,여성,149.6,60.4,AB형,19941003,010-5980-0320,llfn3xsuqh17q,daum.net,무교,그리스도대학교,인문,1.28
38344,도석은,여성,160.3,58.3,A형,19730217,010-2517-6288,gfy53w73jf,yahoo.com,기독교,육군사관학교,예체능,2.02
38354,한은협,남성,174.1,61.2,A형,19600621,010-4581-4734,napc9vk6hary,gmail.com,기독교,광운대학교,자연,4.1
38356,이용준,여성,150.6,50.4,O형,19590908,010-3182-7681,obnm2snrl,naver.com,불교,경기대학교,법학,2.2
38358,이우덕,남성,170.7,64.6,O형,19610306,010-8296-2899,au9lswji3elk2,naver.com,기독교,한국체육대학교,예체능,3.4
38359,조훈지,남성,172.3,70.6,B형,19670520,010-7412-0697,ss3di2v54fxvo,gmail.com,천주교,KAIST,자연,3.26
38366,강정종,여성,163.1,52.3,AB형,19851129,010-3641-1657,lhv38r,daum.net,기독교,세종대학교,사회,4.41
38371,길택현,남성,171.0,72.6,B형,19600123,010-5346-4112,uo322p6grfwa,yahoo.com,무교,감리교신학대학교,의학,0.22
38373,김덕영,남성,174.0,69.9,A형,19461015,010-2462-4070,to6acysv9qhg,yahoo.com,불교,한국외국어대학교,사회,1.14
38375,전지협,여성,156.9,48.4,B형,19480228,010-2156-3800,phvcymwh7kccm,naver.com,무교,육군사관학교,자연,3.77
38380,허우정,여성,156.6,61.0,A형,19651127,010-3530-7608,j56f6jery5ap,yahoo.com,무교,중앙대학교,의학,1.96
38381,최협지,남성,180.8,54.1,O형,19751226,010-9621-3085,oetgrs,daum.net,무교,세종대학교,예체능,2.71
38392,조택덕,여성,155.5,55.6,A형,19701023,010-5759-0205,vcsf5ukq1,yahoo.com,불교,추계예술대학교,법학,1.17
38393,조석우,여성,163.4,52.6,O형,19470928,010-2096-4105,iarxnmr,yahoo.com,기독교,한국예술종합학교,사회,1.35
38398,성현남,여성,155.8,64.9,B형,19620217,010-6285-6121,r6inb3,yahoo.com,천주교,서울여자대학교,인문,2.72
38408,손용우,여성,164.9,58.4,O형,19860804,010-8071-5547,w8yp028xb8ld,daum.net,불교,덕성자대학교,예체능,4.23
38415,김훈상,남성,169.5,62.5,AB형,19930328,010-1324-7001,rknbcdrl1,gmail.com,무교,한양대학교,교육,4.47
38418,김영희,남성,161.5,69.4,B형,19700116,010-8837-3145,elslf3,yahoo.com,무교,광운대학교,인문,4.49
38419,김용서,남성,167.7,63.1,O형,19471227,010-5285-0097,smgvb417afi,gmail.com,천주교,추계예술대학교,의학,2.2
38420,심상용,여성,155.6,63.9,O형,19630911,010-8688-8363,rxuecng4lhl,daum.net,무교,상명대학교,교육,0.37
38421,김준용,남성,164.8,59.8,B형,19520811,010-9610-4779,zlaz2zho,naver.com,무교,총신대학교,예체능,1.47
38424,정용훈,남성,167.8,53.1,O형,19610610,010-9614-7172,hm2bp89sg6,naver.com,무교,중앙대학교,교육,0.38
38429,이진훈,남성,176.6,58.9,A형,19600617,010-1216-5360,gvf0kbft,naver.com,불교,동국대학교,교육,4.44
38434,김훈성,여성,158.7,63.8,AB형,19890620,010-2635-2807,erntg4z,naver.com,무교,덕성자대학교,자연,1.58
38441,박진우,남성,170.5,71.9,A형,19610208,010-6805-6687,v44us59,gmail.com,불교,경기대학교,교육,3.6
38443,안종희,여성,159.2,57.0,B형,19660222,010-2658-9012,evpc1yog81,daum.net,무교,경기대학교,교육,4.02
38444,정진희,남성,175.1,63.8,A형,19761105,010-8363-7031,a8d4bjw13tjvp,naver.com,무교,서경대학교,의학,4.37
38448,이희택,여성,164.7,46.0,A형,19660108,010-3139-6016,uf7vc6,daum.net,기독교,상명대학교,의학,1.76
38455,이성은,남성,170.5,59.9,B형,19850221,010-1469-7769,eyxi9p,naver.com,무교,성신여자대학교,의학,1.82
38469,송서성,남성,174.5,72.0,A형,19630413,010-4965-0702,rwoji41h2h,daum.net,무교,성신여자대학교,사회,0.2
38479,김남협,남성,171.7,75.6,O형,19570903,010-2324-8806,yz4w3e3qy4r,daum.net,기독교,KAIST,자연,4.38
38483,박서지,남성,169.4,73.5,O형,19680311,010-9903-5862,o0dy7m7gkbta,naver.com,불교,한성대학교,공학,1.14
38492,김진훈,여성,158.4,50.9,B형,19480308,010-6315-3173,u04tn0xuzey,naver.com,무교,덕성자대학교,법학,0.49
38493,정훈종,여성,148.4,56.6,A형,19771121,010-6564-0817,mji57ckm1q8k,naver.com,기독교,한영신학대학교,예체능,2.67
38495,이덕훈,여성,152.3,60.7,AB형,19840903,010-2688-3617,j72ua0e4gv4,yahoo.com,천주교,국민대학교,공학,1.12
38499,송희영,여성,155.0,51.7,A형,19750113,010-6451-3439,mhh3fpor,daum.net,무교,홍익대학교,공학,2.25
38509,김희지,여성,159.2,60.7,B형,19810920,010-4730-8867,kai90vd,gmail.com,무교,장로회신학대학교,교육,0.89
38523,황영훈,남성,177.4,69.7,B형,19911209,010-3651-5226,ckitotz6hm,yahoo.com,무교,서울교육대학교,자연,1.31
38526,강훈준,남성,172.6,71.2,A형,19791221,010-9044-2326,y9eymb,yahoo.com,기독교,가톨릭대학교,의학,4.18
38529,서훈준,여성,149.4,55.5,A형,19810513,010-0213-1298,gjurh1v2pvnw,daum.net,기독교,한국외국어대학교,공학,2.6
38532,오지우,남성,176.4,60.6,O형,19590126,010-8839-4145,orcw5d,naver.com,불교,KAIST,사회,1.3
38534,김성서,여성,154.2,51.0,A형,19551101,010-4328-7848,n3ob91k2jw,naver.com,무교,감리교신학대학교,공학,2.11
38547,조석상,남성,174.3,66.3,AB형,19550323,010-1603-3949,at6aarq,daum.net,기독교,한국방송통신대학교,공학,0.72
38553,윤남종,남성,166.6,66.7,O형,19820130,010-4207-9509,bmoool1m658i,gmail.com,불교,한성대학교,법학,2.5
38554,정석지,여성,162.4,55.5,B형,19940731,010-3183-8892,kfrwo1tulz,daum.net,무교,한국예술종합학교,예체능,2.47
38556,김석희,여성,149.7,65.4,AB형,19570920,010-0669-2446,h8ig5xz,yahoo.com,무교,서울기독대학교,인문,0.98
38565,구영성,여성,157.7,50.8,B형,19620913,010-7536-8282,pdoj7vbw,gmail.com,기독교,고려대학교,인문,3.35
38570,황택진,남성,165.6,66.8,O형,19790207,010-0512-6355,wqhbz4k4u,yahoo.com,기독교,이화여자대학,사회,2.94
38572,정덕서,남성,163.8,72.9,B형,19500916,010-1538-9219,ra94wm0cw,daum.net,무교,서강대학교,의학,3.34
38577,시지상,여성,157.7,59.5,B형,19810116,010-8717-5752,e4mrqta8hj2ln,daum.net,불교,한국방송통신대학교,자연,0.19
38579,권석덕,남성,170.5,74.1,B형,19620809,010-4632-6277,oicoitdo1,yahoo.com,무교,서경대학교,의학,1.22
38581,천상우,남성,166.5,65.9,A형,19710116,010-0187-6196,q2ebad6av714s,naver.com,무교,숙명여자대학교,교육,4.42
38586,김영석,여성,156.6,50.7,O형,19741215,010-7569-7938,po7kbjzgv,gmail.com,무교,서울교육대학교,법학,0.65
38587,신지준,남성,174.1,73.7,A형,19750830,010-3571-6393,rc472aq96jx,naver.com,기독교,성신여자대학교,법학,4.13
38588,김우정,남성,166.9,70.4,O형,19690426,010-8186-9520,nmn1ftpj0oj,naver.com,불교,서강대학교,공학,4.44
38589,임준은,여성,155.1,57.6,AB형,19520207,010-2424-8579,pmwe5wuwty4ff,gmail.com,무교,이화여자대학,의학,1.2
38591,송현영,여성,154.7,55.1,O형,19620605,010-3235-1115,a684xara3icu,gmail.com,무교,성신여자대학교,법학,1.73
38598,강현성,여성,158.1,56.0,O형,19620531,010-3219-5760,jd6l4r99g1cr,naver.com,기독교,서울교육대학교,자연,0.98
38605,조지남,여성,150.0,66.4,B형,19460109,010-5690-9559,ambe8m,daum.net,불교,한성대학교,교육,3.14
38606,박준성,여성,159.3,49.8,A형,19900120,010-1574-3267,h9x1xu,daum.net,무교,그리스도대학교,공학,4.46
38609,최남희,여성,146.6,56.7,AB형,19511207,010-2277-4417,vkarllf,daum.net,천주교,서경대학교,법학,3.77
38612,김준택,남성,166.4,66.5,O형,19831225,010-3466-2279,hk4amtzlnxg,daum.net,무교,서울기독대학교,자연,3.98
38613,이상석,여성,146.6,52.5,B형,19531214,010-7307-7058,ks6nqy44yzi0k,naver.com,불교,경희대학교,교육,4.19
38615,박서협,남성,174.8,67.1,O형,19541114,010-7370-2415,gcj50tjp,gmail.com,무교,감리교신학대학교,예체능,4.12
38618,백준은,여성,160.6,58.0,AB형,19560309,010-7847-6225,jyxzgi,gmail.com,천주교,육군사관학교,인문,1.02
38629,최종남,남성,173.0,72.1,O형,19660605,010-5919-9233,qce1ihc,gmail.com,무교,서울과학기술대학교,공학,4.13
38631,김영준,남성,167.6,67.0,A형,19961119,010-2630-4090,jw92c9qg91,gmail.com,불교,세종대학교,예체능,3.27
38640,안성준,여성,161.3,57.7,O형,19540115,010-2479-3108,unciq4,gmail.com,불교,육군사관학교,자연,1.45
38641,김석영,여성,154.7,47.5,A형,19760804,010-1672-5028,bn56xoy3e8d,yahoo.com,무교,국민대학교,예체능,4.09
38644,곽우석,남성,166.6,59.6,O형,19891129,010-9602-0088,vytt6lko9h02,gmail.com,불교,삼육대학교,공학,3.96
38645,김희성,여성,151.5,57.1,B형,19680730,010-9679-4605,n3by2zymi,gmail.com,무교,세종대학교,사회,2.17
38647,김훈정,남성,171.9,70.3,O형,19870727,010-1875-0116,f1xyfpl,yahoo.com,무교,서경대학교,인문,3.01
38648,이희현,여성,159.2,49.5,A형,19470702,010-2188-7399,tz7xt606b1trh,gmail.com,무교,서울교육대학교,자연,3.45
38649,김지영,남성,163.9,65.0,A형,19620502,010-5505-3299,ql339sqd7s,daum.net,불교,감리교신학대학교,인문,2.05
38651,임석희,남성,170.0,66.6,O형,19560506,010-9827-6526,unjyr3xn,yahoo.com,무교,KAIST,법학,1.2
38662,정서진,여성,150.4,51.7,O형,19940526,010-1687-8103,zzijgw16o,gmail.com,불교,건국대학교,인문,1.49
38665,김용준,남성,166.0,65.0,O형,19571102,010-1441-3169,khrds4n5n1j,naver.com,불교,경기대학교,교육,2.99
38667,박석훈,여성,154.7,55.2,A형,19850906,010-7576-1327,r86nbcn5ld,naver.com,기독교,한국방송통신대학교,인문,1.7
38674,김택정,남성,169.7,74.1,A형,19520611,010-0598-0317,afj12o,naver.com,무교,동국대학교,법학,0.03
38684,최영현,남성,172.1,69.8,O형,19960120,010-2077-9729,vqrs5b6lpv1wx,yahoo.com,기독교,장로회신학대학교,교육,2.81
38689,최영훈,남성,170.8,71.7,B형,19951019,010-1633-3030,k4w6p29fqopb7,gmail.com,기독교,홍익대학교,의학,2.1
38695,김준은,남성,166.9,68.3,O형,19530402,010-4998-4605,cdoenf87vv7,gmail.com,기독교,경희대학교,의학,2.73
38713,김택현,남성,163.5,66.8,B형,19660620,010-3969-4079,n636lutfr,gmail.com,기독교,건국대학교,자연,3.95
38714,류용덕,남성,172.4,64.3,B형,19610605,010-2002-3239,ivipqhpdx03,daum.net,무교,성공회대학교,교육,3.57
38717,김협지,여성,150.0,46.6,O형,19860620,010-8547-3562,rbo6cns,daum.net,무교,중앙대학교,법학,3.8
38720,성상택,여성,153.0,58.8,A형,19841124,010-6631-0643,tfwabe1h2c,daum.net,무교,한국예술종합학교,인문,3.2
38728,서지훈,남성,167.1,63.0,O형,19711020,010-5570-3984,z5x5kh9c,daum.net,불교,장로회신학대학교,사회,1.49
38734,이남준,남성,166.7,69.1,A형,19940425,010-2294-8783,rjajk3,yahoo.com,기독교,서울교육대학교,사회,2.78
38735,이상우,남성,170.0,61.9,B형,19480601,010-9107-7145,fa8mk5,daum.net,불교,한국외국어대학교,자연,2.59
38736,조영택,남성,169.4,64.8,B형,19720131,010-9850-6241,lj3pwz,yahoo.com,무교,KAIST,사회,4.04
38737,이준지,남성,169.6,67.8,O형,19890225,010-6650-1147,sfwkswqu,yahoo.com,무교,성신여자대학교,사회,2.46
38746,전용준,남성,167.5,55.8,O형,19740118,010-9199-0104,a83tw9xde,naver.com,기독교,서울시립대학교,의학,4.12
38748,이남정,여성,150.6,56.2,A형,19830427,010-0874-6984,sq15g8w,yahoo.com,무교,이화여자대학,사회,3.79
38760,손희준,여성,152.9,51.0,B형,19850617,010-0551-6269,nbigdk3vpnpdk,yahoo.com,천주교,서울대학교,교육,0.98
38766,최지은,남성,155.0,68.2,O형,19711110,010-2852-4978,jng0gkzam,gmail.com,불교,덕성자대학교,인문,1.28
38773,강택서,여성,144.5,64.1,O형,19951011,010-0141-0394,hgemtdrek4gga,daum.net,불교,덕성자대학교,의학,3.15
38774,서우훈,남성,173.1,72.1,O형,19750908,010-0918-1754,x7iuu5g426d9,daum.net,무교,장로회신학대학교,예체능,0.75
38788,김영협,남성,164.7,58.9,O형,19470202,010-4750-2957,tvjgeil8xg2,daum.net,무교,한국성서대학교,인문,3.65
38791,김종희,남성,169.9,66.5,O형,19680521,010-3310-1613,wzxefgih2,yahoo.com,기독교,감리교신학대학교,인문,3.94
38794,최은훈,남성,174.2,63.5,O형,19850911,010-4582-3479,tytmhs,yahoo.com,무교,서강대학교,의학,1.23
38799,권서우,여성,162.7,59.4,B형,19660113,010-8323-3265,rd10f1,gmail.com,무교,덕성자대학교,자연,3.17
38802,고희우,남성,170.9,67.3,B형,19791117,010-2858-5846,na6lp35,gmail.com,무교,건국대학교,예체능,1.21
38805,심준영,여성,151.3,53.3,A형,19490504,010-0004-0453,hf7m4mv,gmail.com,무교,홍익대학교,법학,0.73
38810,임용정,남성,169.0,64.9,O형,19471029,010-5815-8962,c96v2706stcd,naver.com,불교,이화여자대학,자연,2.25
38822,황준종,남성,172.3,72.4,A형,19591215,010-0760-8748,abqja2go8,gmail.com,불교,연세대학교,인문,2.48
38823,이용훈,남성,168.9,63.0,B형,19721103,010-3998-2113,lxtsduk,gmail.com,무교,연세대학교,공학,1.58
38829,김준덕,여성,150.5,57.4,A형,19530602,010-5216-9123,rcpfe2wy0iwt,naver.com,무교,서강대학교,의학,3.41
38838,김은정,남성,180.6,67.0,A형,19890716,010-4984-6256,vyt9h3ca,yahoo.com,무교,고려대학교,예체능,2.27
38842,김훈현,남성,171.4,63.7,A형,19580920,010-5867-8171,c2mdl53b8b6,naver.com,기독교,중앙대학교,예체능,1.9
38843,우희훈,남성,165.9,73.1,B형,19661212,010-0611-2579,qjuzxmz068io,gmail.com,불교,광운대학교,사회,2.71
38854,임상남,남성,174.9,64.6,B형,19670425,010-4351-0661,cfivh2cn5q9,gmail.com,무교,성신여자대학교,법학,1.73
38855,김훈진,여성,149.6,53.2,A형,19520706,010-6549-0218,i83b4w,yahoo.com,무교,총신대학교,공학,1.58
38861,진택협,남성,161.4,64.0,A형,19651202,010-5729-2062,xigd61jstz,gmail.com,기독교,추계예술대학교,인문,4.48
38862,이협희,여성,152.9,52.5,B형,19630329,010-1264-4572,enh8a2z5,naver.com,불교,성신여자대학교,교육,4.22
38863,박용성,여성,158.4,57.1,A형,19600709,010-3421-1196,ptqmicm3dz9,gmail.com,불교,장로회신학대학교,사회,1.45
38865,이현훈,남성,169.2,68.3,A형,19810724,010-9013-1603,c6hecn2i,daum.net,무교,중앙대학교,자연,1.12
38870,박지남,여성,156.2,56.0,A형,19870824,010-7292-6591,vcneffhw,daum.net,기독교,광운대학교,예체능,2.55
38874,이종상,남성,166.7,68.1,A형,19811005,010-0978-9448,snkgr7ujnj,daum.net,기독교,경기대학교,교육,3.33
38883,곽준성,여성,159.0,52.2,O형,19870607,010-7031-3262,e6tc1a29u3,yahoo.com,무교,한국방송통신대학교,인문,0.37
38887,장덕훈,여성,163.5,55.4,B형,19570311,010-0464-0323,yc1uxtrr9jc9s,naver.com,불교,총신대학교,의학,4.29
38888,김진은,여성,158.2,52.5,A형,19690512,010-0938-9677,w8bcvb,daum.net,기독교,서강대학교,교육,0.89
38890,장지준,남성,172.4,66.6,B형,19860519,010-0201-0450,ntih8o1j,yahoo.com,천주교,상명대학교,교육,2.68
38893,유지정,여성,153.9,56.8,O형,19710904,010-9896-4227,s3bx7h6tq8,gmail.com,무교,추계예술대학교,사회,3.68
38894,장훈지,여성,171.5,63.4,O형,19960216,010-9891-5510,gcb8cv,naver.com,무교,명지대학교,자연,3.32
38898,박진상,남성,178.1,65.2,B형,19560902,010-0821-9292,zkx3wnq,naver.com,무교,가톨릭대학교,의학,3.1
38907,백용준,남성,176.8,63.0,B형,19590916,010-6462-7809,dah1ayv1,naver.com,무교,홍익대학교,법학,1.28
38911,조종우,여성,152.6,49.9,A형,19911121,010-1923-4209,j6l9ywt5,yahoo.com,무교,한국외국어대학교,의학,0.48
38914,정지은,남성,173.2,72.6,A형,19671125,010-2798-7616,gqxxpxnru,naver.com,무교,추계예술대학교,의학,3.23
38915,정상지,여성,156.3,52.6,O형,19720703,010-1553-2883,qkdopmcageo,yahoo.com,불교,한국성서대학교,법학,2.05
38916,문훈영,남성,167.3,75.1,B형,19641125,010-9481-1491,n9cg84zstk,naver.com,불교,성신여자대학교,사회,1.81
38917,박정현,남성,165.5,64.5,A형,19540314,010-9536-3257,yjk0kcqxj,naver.com,불교,고려대학교,공학,4.24
38919,김택남,남성,165.5,59.2,A형,19510811,010-5953-0805,ufp8ji57s,yahoo.com,기독교,덕성자대학교,예체능,0.72
38921,방서영,여성,161.0,62.9,A형,19601215,010-3366-2526,usx879hci2,naver.com,무교,성공회대학교,법학,1.3
38922,서은현,여성,159.8,57.8,A형,19760905,010-7116-1610,rjqy0w6369um,naver.com,무교,한국예술종합학교,법학,3.98
38924,임석지,남성,172.4,59.9,O형,19571204,010-8910-5529,vl0xplebgogx,daum.net,무교,경기대학교,교육,1.04
38929,강상영,남성,183.9,62.1,A형,19650613,010-2166-1810,rwbpsqc,daum.net,불교,KAIST,예체능,2.04
38934,조협희,여성,168.6,55.8,B형,19780520,010-0504-5754,fjdu9vg5fh6v,gmail.com,기독교,KAIST,인문,2.65
38936,황훈영,여성,161.8,53.3,A형,19721221,010-3554-2270,g5bz3efu3o,naver.com,불교,감리교신학대학교,교육,1.26
38938,박현성,남성,179.1,67.1,A형,19911201,010-0166-6596,pzvh9bh0a0yhh,gmail.com,무교,육군사관학교,공학,0.25
38944,신상희,여성,152.4,57.4,B형,19810507,010-5503-3738,l71htthuqah,daum.net,무교,육군사관학교,자연,4.2
38948,이현서,여성,154.2,53.4,AB형,19650110,010-3912-0483,uvvuykmf7,yahoo.com,기독교,동덕여자대학교,법학,3.17
38951,박서용,남성,169.9,63.4,A형,19960828,010-7407-0780,s0qf4x,gmail.com,불교,장로회신학대학교,예체능,0.15
38952,박덕종,여성,147.4,53.9,O형,19651221,010-4297-5574,f14vtn0mvrib3,daum.net,천주교,광운대학교,예체능,2.89
38955,정협준,여성,158.4,55.8,A형,19930724,010-9750-5941,l12zt4xyigg,daum.net,기독교,한국체육대학교,법학,1.91
38957,이덕종,여성,149.2,53.4,O형,19770906,010-1938-5661,t681zs,yahoo.com,기독교,그리스도대학교,사회,2.37
38963,성협영,남성,174.7,64.8,A형,19630814,010-0675-2529,tml419ve98,daum.net,무교,KAIST,예체능,2.45
38972,윤석준,남성,166.4,66.4,A형,19470113,010-3243-5555,vlryw70s1,yahoo.com,무교,숭실대학교,예체능,2.44
38973,이종석,여성,160.5,51.8,O형,19711216,010-2715-7034,vhdnf85hkoa54,yahoo.com,기독교,그리스도대학교,의학,1.66
38979,조훈정,남성,165.5,68.9,A형,19880316,010-1982-1799,o0bvl9e2oy,gmail.com,천주교,한국예술종합학교,의학,4.14
38989,김희지,남성,168.8,66.3,O형,19570115,010-4619-3658,onatlir,daum.net,천주교,성공회대학교,법학,0.3
38990,최협덕,여성,152.6,61.0,A형,19920710,010-5091-1007,rmampcmn,naver.com,불교,이화여자대학,인문,2.6
38994,주진훈,여성,156.5,63.2,O형,19700821,010-0964-2443,wajzpgke5y28,gmail.com,기독교,한국예술종합학교,법학,0.15
39006,김훈현,남성,157.2,68.5,O형,19620615,010-4577-3189,znxtwaukjqb,yahoo.com,무교,동덕여자대학교,자연,1.65
39007,정서우,여성,158.1,53.2,A형,19520814,010-1762-8197,zohxhqmklwa,naver.com,불교,한국체육대학교,의학,0.27
39008,김덕석,남성,170.2,64.6,A형,19460623,010-1010-7068,u86alvel7gcz,daum.net,불교,국민대학교,예체능,1.4
39016,정훈정,남성,173.7,62.6,O형,19820210,010-2403-0845,kafubw6,gmail.com,무교,삼육대학교,교육,1.53
39017,임지훈,여성,159.7,55.5,AB형,19911229,010-4706-8447,sblb9275,gmail.com,무교,서강대학교,인문,2.54
39018,이훈서,남성,171.3,72.2,O형,19500127,010-5377-2309,pzbw2o,naver.com,무교,서강대학교,인문,2.26
39021,임서지,남성,170.7,66.1,B형,19520621,010-2357-1687,szhcx1hy7tv6k,yahoo.com,무교,서강대학교,공학,0.2
39025,서남현,남성,168.0,60.3,A형,19890120,010-8901-0158,d636s0orpnt,naver.com,기독교,이화여자대학,인문,2.59
39032,김택진,남성,172.2,65.9,AB형,19690528,010-1794-2315,pa7c6o9,naver.com,무교,중앙대학교,자연,1.83
39035,이우영,여성,157.1,60.9,O형,19670617,010-8107-2529,ad9gfpmq3buje,yahoo.com,무교,경기대학교,의학,3.38
39036,류희상,남성,172.2,63.2,B형,19640405,010-7670-9753,tfhi4x4dd,naver.com,기독교,광운대학교,예체능,0.52
39037,심지준,남성,176.4,64.5,O형,19870409,010-1414-9575,cn2er27o,yahoo.com,무교,서울기독대학교,공학,0.63
39038,이석협,여성,148.9,53.1,B형,19820101,010-9124-4542,g48ien,yahoo.com,무교,서울교육대학교,교육,2.16
39043,신준상,남성,168.7,71.4,B형,19841006,010-8526-9020,hl87t3p,naver.com,천주교,숙명여자대학교,사회,0.68
39048,이용현,여성,155.7,61.7,A형,19780328,010-3880-7598,l6app5abios55,naver.com,무교,서울시립대학교,법학,2.51
39053,정지준,남성,170.2,67.1,B형,19480211,010-4298-4131,tl0rot03l1p0z,daum.net,무교,서경대학교,의학,0.14
39054,이지택,여성,159.2,47.5,O형,19740227,010-7730-6866,zepx4k519,gmail.com,기독교,숙명여자대학교,자연,3.12
39061,신진성,여성,156.4,55.2,B형,19791129,010-3815-0664,fhq2msn5yv,daum.net,무교,건국대학교,교육,1.73
39065,김상우,남성,164.9,65.8,O형,19620218,010-4644-0152,d3kony,gmail.com,기독교,국민대학교,공학,2.35
39068,박택서,남성,161.8,65.3,A형,19570920,010-2574-3044,vrhtxc861vq,gmail.com,무교,추계예술대학교,의학,3.92
39076,박은지,남성,173.8,66.9,A형,19710813,010-0181-4333,lxpwwhsmqc,gmail.com,천주교,육군사관학교,인문,2.11
39080,장우남,여성,155.3,51.0,B형,19731006,010-4281-9471,oaohdjwuqz,yahoo.com,무교,한국체육대학교,법학,0.05
39083,박희종,여성,161.5,50.0,A형,19580324,010-4571-3545,nq1qsutqe,naver.com,기독교,서울여자대학교,교육,1.22
39084,김영석,여성,147.2,52.1,B형,19500309,010-8964-5312,ugpgyad,daum.net,무교,홍익대학교,공학,3.86
39086,이우상,남성,164.8,63.9,AB형,19940226,010-8788-0727,hulp9pgc7tk4,naver.com,기독교,건국대학교,사회,4.06
39088,김용준,여성,152.9,55.1,A형,19830428,010-4418-3094,pboapu,daum.net,기독교,숙명여자대학교,사회,0.96
39089,한은종,여성,158.9,53.7,AB형,19660918,010-1880-5789,hfz8vo5v7t,naver.com,무교,서울과학기술대학교,사회,1.29
39092,김상훈,남성,175.7,70.2,O형,19710612,010-3266-1355,ofpfdwdrdqmm,daum.net,불교,삼육대학교,예체능,4.03
39098,임종진,여성,162.0,60.0,B형,19860923,010-0253-2482,t32pmmcvzdbxm,yahoo.com,기독교,서울여자대학교,인문,1.64
39099,최지현,남성,169.0,68.8,AB형,19960904,010-8816-4277,o5py4lw,gmail.com,무교,경희대학교,자연,1.18
39101,고택영,여성,159.9,49.1,O형,19511102,010-0395-0518,bf7ebts2v,naver.com,무교,한국예술종합학교,의학,0.65
39112,김종협,여성,144.9,51.1,A형,19800517,010-8889-9516,nnn0763gbji,daum.net,불교,이화여자대학,사회,0.96
39113,김종진,여성,153.2,54.8,AB형,19861104,010-4869-8563,x0r5darzjj0uv,yahoo.com,무교,총신대학교,공학,0.53
39114,김서지,여성,161.2,55.6,A형,19580226,010-6034-4797,v73jtb,daum.net,무교,서울과학기술대학교,자연,2.96
39116,임택석,남성,176.4,64.4,O형,19540611,010-0742-7859,pmjpsvz9i,naver.com,기독교,국민대학교,자연,1.64
39122,임진희,남성,170.9,67.4,A형,19521026,010-3556-5536,tn8ahjp,daum.net,무교,연세대학교,인문,3.43
39123,류준훈,여성,154.6,49.9,O형,19560922,010-7544-1400,baktwz7d05,daum.net,기독교,장로회신학대학교,공학,1.53
39126,문정현,여성,155.2,54.1,A형,19960820,010-3129-8362,esamt7un5t,daum.net,기독교,덕성자대학교,인문,4.17
39127,조진협,남성,171.5,66.4,B형,19791016,010-1100-2306,fclht8haoo8j,daum.net,무교,성균관대학교,사회,3.55
39130,정준훈,남성,171.8,64.8,AB형,19560820,010-5511-1898,ola51i71bd,yahoo.com,무교,육군사관학교,의학,3.2
39136,이훈남,여성,155.5,52.9,B형,19640726,010-7943-1586,sfiataqm4s2,gmail.com,기독교,한국예술종합학교,사회,3.24
39137,김은지,남성,172.3,65.0,O형,19591104,010-8988-6345,z1nq1y34qkkh5,gmail.com,기독교,동덕여자대학교,인문,1.12
39139,김은영,여성,157.9,54.2,B형,19540310,010-2608-2718,qyas2odlsgq,naver.com,무교,서울대학교,공학,2.92
39140,차용준,여성,155.9,64.8,O형,19800725,010-8287-8453,z88wu1q17d,gmail.com,기독교,삼육대학교,교육,3.26
39144,정영서,남성,165.6,64.9,B형,19480712,010-0179-6495,h7q46uep4dj0,gmail.com,무교,덕성자대학교,자연,3.9
39152,금지서,여성,157.4,50.5,A형,19731115,010-5858-9884,iki8i1hnp6t,daum.net,무교,서울과학기술대학교,자연,0.9
39153,손은지,여성,155.9,58.8,A형,19720726,010-3305-4032,re5z9ll5ax4,naver.com,무교,서울여자대학교,자연,1.3
39156,이훈성,여성,159.7,57.1,A형,19801018,010-6186-0236,wbojegyl,yahoo.com,기독교,한영신학대학교,법학,1.5
39160,김남우,여성,155.6,55.4,B형,19561215,010-6122-7698,se8gtyo7a,gmail.com,불교,건국대학교,법학,1.95
39161,민진훈,여성,165.4,49.3,O형,19580907,010-3765-9484,yloygrx,yahoo.com,무교,서울교육대학교,자연,1.71
39165,하준성,여성,161.5,54.9,B형,19530113,010-4802-3405,lgfhrmqh3t0m,daum.net,불교,경희대학교,자연,2.57
39168,박서준,여성,152.3,61.5,A형,19510620,010-2242-4366,rprs5qik1z,yahoo.com,무교,한국방송통신대학교,예체능,3.89
39177,류은정,여성,151.1,54.1,AB형,19880710,010-1270-2565,dgqjsm54ru,daum.net,불교,덕성자대학교,공학,2.56
39178,국석준,남성,170.8,65.9,A형,19900413,010-1305-1274,edswz5ry,daum.net,기독교,한성대학교,공학,0.6
39179,김택성,남성,167.2,63.6,A형,19590413,010-9737-4478,clde3995q3gc,daum.net,무교,숙명여자대학교,인문,1.09
39185,오종성,여성,158.2,58.5,O형,19611120,010-0103-0320,ubg072wvhrops,daum.net,무교,한국예술종합학교,자연,1.41
39187,한현종,남성,173.6,66.8,B형,19490203,010-4785-6995,krdwr7lavlq,gmail.com,무교,한성대학교,법학,3.38
39189,문희용,남성,172.2,61.0,A형,19930220,010-2266-4429,quvju811b,yahoo.com,무교,상명대학교,법학,4.01
