이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,천주교
*,남성,*,*,B형,*,*,*,gmail.com,기독교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,남성,*,*,AB형,*,*,*,naver.com,천주교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,naver.com,천주교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,AB형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,yahoo.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,A형,*,*,*,naver.com,기독교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,naver.com,기독교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,AB형,*,*,*,yahoo.com,불교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,daum.net,불교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,기독교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,daum.net,기독교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,daum.net,불교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,naver.com,기독교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,yahoo.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,naver.com,기독교
*,남성,*,*,B형,*,*,*,gmail.com,기독교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,천주교
*,남성,*,*,B형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,B형,*,*,*,naver.com,기독교
*,여성,*,*,A형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,AB형,*,*,*,yahoo.com,불교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,AB형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,AB형,*,*,*,daum.net,기독교
*,남성,*,*,AB형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,천주교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,천주교
*,남성,*,*,O형,*,*,*,yahoo.com,천주교
*,남성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,naver.com,기독교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,천주교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,naver.com,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,naver.com,기독교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,남성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,AB형,*,*,*,naver.com,기독교
*,남성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,천주교
*,남성,*,*,AB형,*,*,*,naver.com,천주교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,B형,*,*,*,yahoo.com,기독교
*,여성,*,*,AB형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,yahoo.com,천주교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,gmail.com,기독교
*,여성,*,*,AB형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,AB형,*,*,*,naver.com,무교
*,남성,*,*,AB형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,B형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,기독교
*,남성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,천주교
*,여성,*,*,A형,*,*,*,naver.com,기독교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,AB형,*,*,*,gmail.com,천주교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,여성,*,*,O형,*,*,*,naver.com,천주교
*,여성,*,*,O형,*,*,*,yahoo.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,naver.com,기독교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,여성,*,*,O형,*,*,*,yahoo.com,불교
*,여성,*,*,AB형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,daum.net,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,기독교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,불교
*,남성,*,*,B형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,daum.net,불교
*,남성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,gmail.com,불교
*,남성,*,*,B형,*,*,*,yahoo.com,기독교
*,남성,*,*,B형,*,*,*,yahoo.com,기독교
*,남성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,naver.com,기독교
*,여성,*,*,O형,*,*,*,gmail.com,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,AB형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,기독교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,AB형,*,*,*,daum.net,무교
*,남성,*,*,AB형,*,*,*,naver.com,기독교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,남성,*,*,B형,*,*,*,naver.com,기독교
*,남성,*,*,A형,*,*,*,daum.net,천주교
*,남성,*,*,B형,*,*,*,naver.com,천주교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,naver.com,기독교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,naver.com,기독교
*,남성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,yahoo.com,기독교
*,남성,*,*,A형,*,*,*,naver.com,기독교
*,남성,*,*,O형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,yahoo.com,기독교
*,남성,*,*,A형,*,*,*,naver.com,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,gmail.com,천주교
*,남성,*,*,O형,*,*,*,gmail.com,불교
*,남성,*,*,B형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,gmail.com,기독교
*,남성,*,*,A형,*,*,*,daum.net,기독교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,천주교
*,남성,*,*,B형,*,*,*,yahoo.com,천주교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,gmail.com,기독교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,B형,*,*,*,naver.com,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,daum.net,기독교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,기독교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,여성,*,*,A형,*,*,*,daum.net,천주교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,naver.com,천주교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,naver.com,불교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,daum.net,불교
*,남성,*,*,A형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,yahoo.com,기독교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,남성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,naver.com,천주교
*,여성,*,*,AB형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,yahoo.com,기독교
*,남성,*,*,B형,*,*,*,yahoo.com,불교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,gmail.com,기독교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,무교
*,남성,*,*,AB형,*,*,*,daum.net,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,gmail.com,천주교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,A형,*,*,*,daum.net,불교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,기독교
*,남성,*,*,AB형,*,*,*,yahoo.com,불교
*,남성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,naver.com,천주교
*,여성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,A형,*,*,*,naver.com,천주교
*,여성,*,*,B형,*,*,*,yahoo.com,기독교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,AB형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,naver.com,기독교
*,여성,*,*,AB형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,천주교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,naver.com,천주교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,yahoo.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,AB형,*,*,*,gmail.com,무교
*,여성,*,*,AB형,*,*,*,yahoo.com,불교
*,여성,*,*,B형,*,*,*,naver.com,기독교
*,여성,*,*,AB형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,A형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,천주교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,AB형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,yahoo.com,기독교
*,남성,*,*,AB형,*,*,*,yahoo.com,무교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,naver.com,기독교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,AB형,*,*,*,gmail.com,천주교
*,남성,*,*,AB형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,불교
*,남성,*,*,A형,*,*,*,daum.net,기독교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,AB형,*,*,*,yahoo.com,무교
*,남성,*,*,B형,*,*,*,gmail.com,불교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,AB형,*,*,*,yahoo.com,불교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,남성,*,*,A형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,daum.net,불교
*,남성,*,*,O형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,기독교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,yahoo.com,불교
*,남성,*,*,B형,*,*,*,gmail.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,O형,*,*,*,daum.net,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,naver.com,기독교
*,여성,*,*,O형,*,*,*,naver.com,천주교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,남성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,AB형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,B형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,남성,*,*,B형,*,*,*,naver.com,기독교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,daum.net,무교
*,남성,*,*,B형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,남성,*,*,A형,*,*,*,gmail.com,불교
*,남성,*,*,A형,*,*,*,naver.com,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,기독교
*,남성,*,*,A형,*,*,*,naver.com,무교
*,남성,*,*,AB형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,기독교
*,여성,*,*,AB형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,yahoo.com,불교
*,여성,*,*,A형,*,*,*,daum.net,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,무교
*,여성,*,*,B형,*,*,*,gmail.com,기독교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,B형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,daum.net,기독교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,AB형,*,*,*,naver.com,천주교
*,여성,*,*,O형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,여성,*,*,O형,*,*,*,daum.net,천주교
*,여성,*,*,B형,*,*,*,naver.com,천주교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,daum.net,천주교
*,여성,*,*,B형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,naver.com,기독교
*,남성,*,*,O형,*,*,*,yahoo.com,기독교
*,남성,*,*,A형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,naver.com,무교
*,남성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,남성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,기독교
*,남성,*,*,B형,*,*,*,yahoo.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,불교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,AB형,*,*,*,naver.com,무교
*,남성,*,*,O형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,naver.com,불교
*,남성,*,*,B형,*,*,*,yahoo.com,무교
*,남성,*,*,AB형,*,*,*,daum.net,무교
*,남성,*,*,A형,*,*,*,yahoo.com,무교
*,남성,*,*,O형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,daum.net,기독교
*,남성,*,*,AB형,*,*,*,gmail.com,무교
*,남성,*,*,A형,*,*,*,yahoo.com,기독교
*,남성,*,*,O형,*,*,*,yahoo.com,불교
*,남성,*,*,AB형,*,*,*,yahoo.com,무교
*,남성,*,*,AB형,*,*,*,naver.com,불교
*,남성,*,*,A형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,gmail.com,기독교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,A형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,불교
*,여성,*,*,O형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
*,여성,*,*,B형,*,*,*,gmail.com,불교
*,여성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,A형,*,*,*,naver.com,무교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,A형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,naver.com,무교
*,여성,*,*,A형,*,*,*,daum.net,무교
*,여성,*,*,AB형,*,*,*,naver.com,불교
*,여성,*,*,A형,*,*,*,gmail.com,무교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,daum.net,불교
*,여성,*,*,A형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,gmail.com,무교
*,남성,*,*,B형,*,*,*,daum.net,기독교
*,여성,*,*,O형,*,*,*,yahoo.com,무교
*,여성,*,*,O형,*,*,*,naver.com,불교
*,여성,*,*,B형,*,*,*,yahoo.com,무교
